No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
571	O=C6OCC4OC(OC(=O)c1cc(O)c(O)c(O)c1)C8OC(=O)c3cc(O)c(O)c2OC%12(O)(C(c23)C%11(C(=O)OC4C8(OC(=O)c5cc(O)c(O)c(O)c5c7c(O)c(O)c(O)cc67))(CC(=O)C%12(O)(OC%10%11(C(=O)OC9C(O)COC9%10(O)))))	92.28	0.817	73.52	0.651	74.32	0.658	121.52	1.075	113	79	124	90	31	7	0	24	109	34	47	0	32	0	0	0	0	0	0	0	30.088	41.593	0	28.319	0	32	0
572	O=C%12OCC%14OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c9cc(O)c(O)c(O)c9(Oc2cc(cc(O)c2(O))C(=O)OC7OC4COC(=O)c3cc(O)c(O)c(O)c3c8c(O)c(O)c(O)cc8(C(=O)OC4C(OC(=O)c5cc(O)c(O)c(O)c5)C7(OC(=O)c6cc(O)c(O)c(O)c6))))C(OC(=O)c%10cc(O)c(O)c(O)c%10)C%14(OC(=O)c%11cc(c(O)c(O)c%11(O))c%13c(O)c(O)c(O)cc%12%13)	155.8	0.811	125.92	0.656	127.44	0.664	205.68	1.071	192	134	205	147	70	10	0	60	187	58	82	0	52	0	0	0	0	0	0	0	30.208	42.708	0	27.083	0	52	0
573	O=C%21OCC%23OC(OC(=O)c1cc(O)c(O)c(c1)Oc%13c(O)c(O)c(O)c%12c%17c(O)c(O)c(O)cc%17(C(=O)OCC%14OC(OC(=O)c2cc(O)c(O)c(c2)Oc%10c(O)c(O)c(O)c8c%10(C(=O)OC6C(OC(OC(=O)c3cc(O)c(O)c(O)c3)C5OC(=O)c4cc(O)c(O)c(O)c4c7c(O)c(O)c(O)cc7(C(=O)OC56))COC(=O)c9cc(O)c(O)c(O)c89))C%11OC(=O)c%16cc(O)c(O)c(O)c%16(c%15c(O)c(O)c(O)cc%15(C(=O)OC%11C%14(OC(=O)c%12%13)))))C%19OC(=O)c%18cc(O)c(O)c(O)c%18c%24c(O)c(O)c(O)cc%24(C(=O)OC%19C%23(OC(=O)c%20cc(O)c(O)c(O)c%20c%22c(O)c(O)c(O)cc%21%22))	233.14	0.83	186.78	0.665	188.5	0.671	301.94	1.075	281	201	304	224	105	15	0	90	284	80	123	0	78	0	0	0	0	0	0	0	28.47	43.772	0	27.758	0	78	0
574	O=C(O)c6cc(O)c(O)c(O)c6(Oc3cc4C(=O)OC5C(O)C(OC(=O)c1cc(O)c(O)c(O)c1)OC(COC(=O)c2cc(O)c(O)c(O)c2c4(c(O)c3(O)))C5(O))	66.67	0.803	53.53	0.645	54.23	0.653	89.03	1.073	83	57	88	62	28	4	0	24	78	26	34	0	23	0	0	0	0	0	0	0	31.325	40.964	0	27.711	0	23	0
575	O=C(O)CC18(OC(=O)C(OC1(=O))C8(c7c(O)c(O)c(O)cc7(C(=O)OC5C(OC(=O)c2cc(O)c(O)c(O)c2)OC4COC(=O)c3cc(O)c(O)c(O)c3c6c(O)c(O)c(O)cc6(C(=O)OC5(C4(O))))))	80.64	0.815	64.28	0.649	65	0.657	106.44	1.075	99	69	106	76	31	7	0	24	95	30	41	0	28	0	0	0	0	0	0	0	30.303	41.414	0	28.283	0	28	0
576	O=C(O)c%10cc(O)c(O)c(O)c%10(Oc4cc5C(=O)OC6C2OC(=O)c8cc(O)c(O)c7OC9(O)(C(=O)C=C(C(=O)OC6(C(OC2(OC(=O)c1cc(O)c(O)c(O)c1))COC(=O)c3cc(O)c(O)c(O)c3c5(c(O)c4(O))))C(c78)C9(O)(O)))	93.12	0.831	73.92	0.66	74.56	0.666	120.64	1.077	112	80	121	89	38	8	0	30	112	32	48	0	32	0	0	0	0	0	0	0	28.571	42.857	0	28.571	0	32	0
577	O=C(OCC%12OC(O)C2OC(=O)c1cc(O)c(O)c(O)c1c%13c(O)c(O)c(O)cc%13(C(=O)OC2C%12(OC(=O)c%11cc(O)c(O)c(O)c%11(Oc7cc8C(=O)OCC9OC(OC(=O)c3cc(O)c(O)c(O)c3)C5OC(=O)c4cc(O)c(O)c(O)c4c%10c(O)c(O)c(O)cc%10(C(=O)OC5C9(OC(=O)c6cc(O)c(O)c(O)c6c8(c(O)c7(O))))))))c%14cc(O)c(O)c(O)c%14	143	0.817	115.08	0.658	116.36	0.665	187.72	1.073	175	123	188	136	63	9	0	54	172	52	75	0	48	0	0	0	0	0	0	0	29.714	42.857	0	27.429	0	48	0
578	O=C(OCC%13OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c%14c(O)c(O)c(O)cc%14(C(=O)OC3C%13(OC(=O)c%12c(O)c(O)c(O)cc%12(Oc8cc9C(=O)OC%10C(OC(=O)c4cc(O)c(O)c(O)c4)OC6COC(=O)c5cc(O)c(O)c(O)c5c%11c(O)c(O)c(O)cc%11(C(=O)OC6C%10(OC(=O)c7cc(O)c(O)c(O)c7c9(c(O)c8(O))))))))c%15cc(O)c(O)c(O)c%15	155.64	0.819	125.32	0.66	126.68	0.667	203.8	1.073	190	134	204	148	70	10	0	60	188	56	82	0	52	0	0	0	0	0	0	0	29.474	43.158	0	27.368	0	52	0
579	O=C(OCC%19OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c%20c(O)c(O)c(O)cc%20(C(=O)OC3C%19(OC(=O)c%18cc(O)c(O)c(O)c%18(Oc6cc5C(=O)OC%15C(OC(=O)c4cc(O)c(O)c(O)c4c5c(O)c6(O))C%16OC(=O)c7cc(O)c(O)c(O)c7c%17c(O)c(O)c(Oc%13c(O)c(O)c(O)cc%13(C(=O)OC9C%11OC(=O)c8cc(O)c(O)c(O)c8c%12c(O)c(O)c(O)cc%12(C(=O)OC%11(C(O)OC9COC(=O)c%10ccc(O)c(O)c%10(O)))))cc%17(C(=O)OCC%16(OC%15(OC(=O)c%14cc(O)c(O)c(O)c%14)))))))c%21cc(O)c(O)c(O)c%21	220.82	0.818	177.74	0.658	179.7	0.666	289.62	1.073	270	190	290	210	98	14	0	84	266	80	116	0	74	0	0	0	0	0	0	0	29.63	42.963	0	27.407	0	74	0
580	O=C(OCC%19OC(OC(=O)c1cc(O)c(O)c(O)c1)C2OC(=O)c%21cc(O)c(O)c(O)c%21(c%20c(O)c(O)c(O)cc%20(C(=O)OC2C%19(OC(=O)c%18cc(O)c(O)c(O)c%18(Oc%14cc%13C(=O)OC%16C(OC(=O)c3cc(O)c(O)c(O)c3)OC%12COC(=O)c%11cc(Oc%10c(O)c(O)c(O)cc%10(C(=O)OC6C(OC(OC(=O)c4cc(O)c(O)c(O)c4)C5OC(=O)c8cc(O)c(O)c(O)c8(c7c(O)c(O)c(O)cc7(C(=O)OC56)))COC(=O)c9ccc(O)c(O)c9(O)))c(O)c(O)c%11c%17c(O)c(O)c(O)cc%17(C(=O)OC%12C%16(OC(=O)c%15cc(O)c(O)c(O)c%15(c%13c(O)c%14(O)))))))))c%22cc(O)c(O)c(O)c%22	233.46	0.819	187.98	0.66	190.02	0.667	305.7	1.073	285	201	306	222	105	15	0	90	282	84	123	0	78	0	0	0	0	0	0	0	29.474	43.158	0	27.368	0	78	0
581	O=C(OCC%13OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c%14c(O)c(O)c(O)cc%14(C(=O)OC3C%13(OC(=O)c%12cc(O)c(O)c(O)c%12(Oc8cc9C(=O)OCC%10OC(OC(=O)c4cc(O)c(O)c(O)c4)C6OC(=O)c5cc(O)c(O)c(O)c5c%11c(O)c(O)c(O)cc%11(C(=O)OC6C%10(OC(=O)c7cc(O)c(O)c(O)c7c9(c(O)c8(O))))))))c%15cc(O)c(O)c(O)c%15	155.64	0.819	125.32	0.66	126.68	0.667	203.8	1.073	190	134	204	148	70	10	0	60	188	56	82	0	52	0	0	0	0	0	0	0	29.474	43.158	0	27.368	0	52	0
582	O=C(OCC%11OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(O)C%11(OC(=O)c%10cc(O)c(O)c(O)c%10(Oc6cc7C(=O)OC8C(OC(=O)c2cc(O)c(O)c(O)c2)OC4COC(=O)c3cc(O)c(O)c(O)c3c9c(O)c(O)c(O)cc9(C(=O)OC4C8(OC(=O)c5cc(O)c(O)c(O)c5c7(c(O)c6(O)))))))c%12cc(O)c(O)c(O)c%12	130.52	0.806	105.44	0.651	106.8	0.659	173.52	1.071	162	112	173	123	56	8	0	48	155	50	68	0	44	0	0	0	0	0	0	0	30.864	41.975	0	27.16	0	44	0
583	O=C(O)c%16cc(O)c(O)c(O)c%16(Oc2cc3C(=O)OC%15C(OC(=O)c1cc(O)c(O)c(O)c1c3(c(O)c2(O)))C(OC(=O)c4cc(O)c(O)c(O)c4)OC(COC(=O)c5cc(O)c(O)c(O)c5)C%15(OC(=O)c%14cc(O)c(O)c(O)c%14(Oc%10cc%11C(=O)OC%12C(OC(=O)c6cc(O)c(O)c(O)c6)OC8COC(=O)c7cc(O)c(O)c(O)c7c%13c(O)c(O)c(O)cc%13(C(=O)OC8C%12(OC(=O)c9cc(O)c(O)c(O)c9c%11(c(O)c%10(O)))))))	169.61	0.823	136.07	0.661	137.45	0.667	221.21	1.074	206	146	221	161	77	11	0	66	205	60	89	0	57	0	0	0	0	0	0	0	29.126	43.204	0	27.67	0	57	0
584	O=C%17OCC%19OC(O)C(OC(=O)c%14cc(O)c(O)c(O)c%14(Oc6cc7C(=O)OCC2OC(O)C4OC(=O)c%13cc(O)c(O)c(O)c%13(Oc%10cc%11C(=O)OCC%12OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c8cc(Oc5cc(C(=O)OC2C4(OC(=O)c3cc(O)c(O)c(O)c3))c(c(O)c5(O))c7(c(O)c6(O)))c(O)c(O)c8(O))C(O)C%12(OC(=O)c9cc(O)c(O)c(O)c9c%11(c(O)c%10(O))))))C(OC(=O)c%15cc(O)c(O)c(O)c%15)C%19(OC(=O)c%16cc(O)c(O)c(O)c%16c%18c(O)c(O)c(O)cc%17%18)	195.54	0.815	157.26	0.655	159.06	0.663	257.46	1.073	240	168	258	186	84	12	0	72	234	72	102	0	66	0	0	0	0	0	0	0	30	42.5	0	27.5	0	66	0
585	O=C(O)c8cc(O)c(O)c(O)c8(Oc1c(O)c2cc(c1(O))c7c(O)c(O)c(O)cc7(C(=O)OC(C(O)COC2(=O))C5OC(=O)c3cc(O)c(O)c(O)c3c6c(O)c(O)c(O)c4c6(C(=O)OC5(C4(O)))))	79.15	0.824	63.17	0.658	63.79	0.664	103.23	1.075	96	68	103	75	35	5	0	30	95	28	41	0	27	0	0	0	0	0	0	0	29.167	42.708	0	28.125	0	27	0
586	O=C(O)c%16cc(O)c(O)c(O)c%16(Oc%12c(O)cc%13C(=O)OCC%14OC(OC(=O)c8cc(O)c(O)c(O)c8(Oc3cc4C(=O)OCC5OC(O)C6C(=O)Oc1cc(O)c(O)c(O)c1c7c(O)c(O)c(O)cc7(C(=O)OC6(C5(OC(=O)c2cc(O)c(O)c(O)c2c4(c(O)c3(O)))))))C%10OC(=O)c9cc(O)c(O)c(O)c9c%15c(O)c(O)c(O)cc%15(C(=O)OC%10C%14(OC(=O)c%11cc(O)c(O)c(O)c%11c%13(c%12(O)))))	156.81	0.83	125.23	0.663	126.37	0.669	203.25	1.075	189	135	204	150	70	10	0	60	190	54	82	0	53	0	0	0	0	0	0	0	28.571	43.386	0	28.042	0	53	0
587	O=C(O)c8cc(O)c(O)c(O)c8(Oc4cc5C(=O)OCC6OC(O)C2OC(=O)c1cc(O)c(O)c(O)c1c7c(O)c(O)c(O)cc7(C(=O)OC2C6(OC(=O)c3cc(O)c(O)c(O)c3c5(c(O)c4(O)))))	79.15	0.824	63.17	0.658	63.79	0.664	103.23	1.075	96	68	103	75	35	5	0	30	95	28	41	0	27	0	0	0	0	0	0	0	29.167	42.708	0	28.125	0	27	0
588	O=C(O)C=C(C(=O)OC6C4OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C6(OC(=O)c3cc(Oc2c(O)c(O)c(O)cc2(C(=O)O))c(O)c(O)c3c5c(O)c(O)c(O)cc5(C(=O)OC4)))C7c8c(O)c(O)c(O)cc8(C(=O)OC7(C(=O)O))	94.61	0.823	75.03	0.652	75.77	0.659	123.85	1.077	115	81	122	88	39	9	0	30	112	34	48	0	33	0	0	0	0	0	0	0	29.565	41.739	0	28.696	0	33	0
589	O=C(O)c9cc(O)c(O)c(O)c9(Oc3cc4C(=O)OC8C(O)C(OC(=O)c1cc(O)c(O)c(O)c1)OC(COC(=O)c2cc(O)c(O)c(O)c2c4(c(O)c3(O)))C8(OC(=O)C7C6=C(OC(=O)c5cc(O)c(O)c(O)c56)C(=O)C7))	89.46	0.821	71.9	0.66	72.66	0.667	116.98	1.073	109	77	117	85	38	8	0	30	108	32	47	0	30	0	0	0	0	0	0	0	29.358	43.119	0	27.523	0	30	0
590	O=C(O)c8cc(O)c(O)c(O)c8(Oc5cc6C(=O)OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c3cc(O)c(O)c(O)c3)C7(OC(=O)c4cc(O)c(O)c(O)c4c6(c(O)c5(O))))	91.95	0.814	74.01	0.655	74.87	0.663	121.19	1.072	113	79	120	86	42	6	0	36	110	34	48	0	31	0	0	0	0	0	0	0	30.088	42.478	0	27.434	0	31	0
591	O=C(O)c7cc(O)c(O)c(O)c7(Oc4cc5C(=O)OCC6OC(O)C(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C6(OC(=O)c3cc(O)c(O)c(O)c3c5(c(O)c4(O))))	79.31	0.809	63.77	0.651	64.55	0.659	105.11	1.073	98	68	104	74	35	5	0	30	94	30	41	0	27	0	0	0	0	0	0	0	30.612	41.837	0	27.551	0	27	0
592	O=C(O)c9cc(O)c(O)c(O)c9(Oc5cc6C(=O)OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c8c(O)c(O)c(O)cc8(C(=O)OC3C7(OC(=O)c4cc(O)c(O)c(O)c4c6(c(O)c5(O)))))	91.79	0.827	73.41	0.661	74.11	0.668	119.31	1.075	111	79	119	87	42	6	0	36	111	32	48	0	31	0	0	0	0	0	0	0	28.829	43.243	0	27.928	0	31	0
593	O=C%12OCC%14OC(OC(=O)c8cc(O)c(O)c(O)c8(Oc5cc6C(=O)OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c3cc(O)c(O)c(O)c3)C7(OC(=O)c4cc(O)c(O)c(O)c4c6(c(O)c5(O)))))C(OC(=O)c9cc(O)c(O)c(O)c9)C(OC(=O)c%10cc(O)c(O)c(O)c%10)C%14(OC(=O)c%11cc(O)c(O)c(O)c%11c%13c(O)c(O)c(O)cc%12%13)	155.8	0.811	125.92	0.656	127.44	0.664	205.68	1.071	192	134	205	147	70	10	0	60	187	58	82	0	52	0	0	0	0	0	0	0	30.208	42.708	0	27.083	0	52	0
594	O=C%13OCC%15OC(OC(=O)c9cc(O)c(O)c(Oc8c(O)c(O)c(O)c7c8(C(=O)OC4C(OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c5c(O)c(O)c(O)cc5(C(=O)OC34))COC(=O)c6cc(O)c(O)c(O)c67))c9)C%11OC(=O)c%10cc(O)c(O)c(O)c%10c%16c(O)c(O)c(O)cc%16(C(=O)OC%11C%15(OC(=O)c%12cc(O)c(O)c(O)c%12c%14c(O)c(O)c(O)cc%13%14))	155.48	0.827	124.72	0.663	125.92	0.67	201.92	1.074	188	134	203	149	70	10	0	60	189	54	82	0	52	0	0	0	0	0	0	0	28.723	43.617	0	27.66	0	52	0
595	O=C8Oc%10c(O)c(Oc7c(O)c(O)c(O)cc7(C(=O)OC5C(OC(=O)c1cc(O)c(O)c(O)c1)OC3COC(=O)c2cc(O)c(O)c(O)c2c6c(O)c(O)c(O)cc6(C(=O)OC3C5(OC(=O)c4cc(O)c(O)c(O)c4))))cc%11C(=O)Oc9c(O)c(O)cc8c9c%10%11	102.94	0.837	82.54	0.671	83.22	0.677	132.18	1.075	123	89	133	99	49	7	0	42	127	34	55	0	34	0	0	0	0	0	0	0	27.642	44.715	0	27.642	0	34	0
596	O=C6OCC2OC(O)C4OC(=O)c%14cc(O)c(O)c(O)c%14(Oc%11cc%12C(=O)OCC%13OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c8cc(O)c(O)c(O)c8(Oc5cc(C(=O)OC2C4(OC(=O)c3cc(O)c(O)c(O)c3))c(c(O)c5(O))c7c(O)c(O)c(O)cc67))C(OC(=O)c9cc(O)c(O)c(O)c9)C%13(OC(=O)c%10cc(O)c(O)c(O)c%10c%12(c(O)c%11(O))))	143	0.817	115.08	0.658	116.36	0.665	187.72	1.073	175	123	188	136	63	9	0	54	172	52	75	0	48	0	0	0	0	0	0	0	29.714	42.857	0	27.429	0	48	0
597	O=C3Oc5c(OC)c(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))cc6C(=O)Oc4c(OC)c(OC)cc3c4c56	54.17	0.694	47.27	0.606	48.81	0.626	81.69	1.047	78	46	83	51	14	2	0	12	59	32	29	0	17	0	0	0	0	0	0	0	41.026	37.179	0	21.795	0	17	0
598	O=C3Oc5c(O)c(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))cc6C(=O)Oc4c(OC)c(OC)cc3c4c56	53.01	0.707	45.67	0.609	47.05	0.627	78.81	1.051	75	45	80	50	14	2	0	12	58	30	28	0	17	0	0	0	0	0	0	0	40	37.333	0	22.667	0	17	0
599	O=C5OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c3cc(O)c(O)c(O)c3)C7(OC(=O)c4cc(O)c(O)c(O)c4c6c(O)c(O)c(O)cc56)	77.98	0.804	63.26	0.652	64.1	0.661	103.78	1.07	97	67	103	73	35	5	0	30	93	30	41	0	26	0	0	0	0	0	0	0	30.928	42.268	0	26.804	0	26	0
600	O=C4OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c3cc(O)c(O)c(O)c3c5c(O)c(O)c(O)cc45)C7(OC(=O)c6cc(O)c(O)c(O)c6)	77.98	0.804	63.26	0.652	64.1	0.661	103.78	1.07	97	67	103	73	35	5	0	30	93	30	41	0	26	0	0	0	0	0	0	0	30.928	42.268	0	26.804	0	26	0
601	O=C4OCC6OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C6(OC(=O)c3cc(O)c(O)c(O)c3c5c(O)c(O)c(O)cc45)	65.34	0.797	53.02	0.647	53.78	0.656	87.7	1.07	82	56	87	61	28	4	0	24	77	26	34	0	22	0	0	0	0	0	0	0	31.707	41.463	0	26.829	0	22	0
602	O=C3OCC6OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2c4c(O)c(O)c(O)cc34)C6(OC(=O)c5cc(O)c(O)c(O)c5)	65.34	0.797	53.02	0.647	53.78	0.656	87.7	1.07	82	56	87	61	28	4	0	24	77	26	34	0	22	0	0	0	0	0	0	0	31.707	41.463	0	26.829	0	22	0
603	O=C(OCC3OC(OC(=O)c1cc(O)c(O)c(O)c1)C4OC(=O)c2cc(O)c(O)c(O)c2c5c(O)c(O)c(O)cc5(C(=O)OC4(C3(O))))c6cc(O)c(O)c(O)c6	65.34	0.797	53.02	0.647	53.78	0.656	87.7	1.07	82	56	87	61	28	4	0	24	77	26	34	0	22	0	0	0	0	0	0	0	31.707	41.463	0	26.829	0	22	0
604	O=C5OCC7OC(OC(=O)c1cc(O)c(O)c(O)c1)C3OC(=O)c2cc(O)c(O)c(O)c2c8c(O)c(O)c(O)cc8(C(=O)OC3C7(OC(=O)c4cc(O)c(O)c(O)c4c6c(O)c(O)c(O)cc56))	77.82	0.819	62.66	0.66	63.34	0.667	101.9	1.073	95	67	102	74	35	5	0	30	94	28	41	0	26	0	0	0	0	0	0	0	29.474	43.158	0	27.368	0	26	0
605	O=C(OC2OC(CO)C(O)C3OC(=O)c1cc(O)c(O)c(O)c1c4c(O)c(O)c(O)cc4(C(=O)OC23))c5cc(O)c(O)c(O)c5	52.7	0.787	42.78	0.639	43.46	0.649	71.62	1.069	67	45	71	49	21	3	0	18	61	22	27	0	18	0	0	0	0	0	0	0	32.836	40.299	0	26.866	0	18	0
606	O=C3OCC5OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(O)C5(OC(=O)c2cc(O)c(O)c(O)c2c4c(O)c(O)c(O)cc34)	52.7	0.787	42.78	0.639	43.46	0.649	71.62	1.069	67	45	71	49	21	3	0	18	61	22	27	0	18	0	0	0	0	0	0	0	32.836	40.299	0	26.866	0	18	0
607	O=C7OCC9OC(=O)c1cc(O)c(O)c(O)c1c%10c(O)c(O)c(O)c5c%10(C(=O)OC(C4OC(=O)c2c5(c(O)c(O)c(O)c2C4(OC(=O)c3cc(O)c(O)c(O)c3)))C9(OC(=O)c6cc(O)c(O)c(O)c6c8c(O)c(O)c(O)cc78))	90.3	0.836	72.3	0.669	72.9	0.675	116.1	1.075	108	78	117	87	42	6	0	36	111	30	48	0	30	0	0	0	0	0	0	0	27.778	44.444	0	27.778	0	30	0
608	O=C1Oc3c(OC)c(OC)cc4C(=O)Oc2c(OC)c(O)cc1c2c34	28.6	0.773	24.68	0.667	25.16	0.68	38.92	1.052	37	25	40	28	14	2	0	12	36	12	17	0	8	0	0	0	0	0	0	0	32.432	45.946	0	21.622	0	8	0
609	O=C4OCC6OC(O)C(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2)C6(OC(=O)c3cc(O)c(O)c(O)c3c5c(O)c(O)c(O)cc45)	65.34	0.797	53.02	0.647	53.78	0.656	87.7	1.07	82	56	87	61	28	4	0	24	77	26	34	0	22	0	0	0	0	0	0	0	31.707	41.463	0	26.829	0	22	0
610	O=C1Oc3c(O)c(OC)cc4C(=O)Oc2c(OC)c(O)cc1c2c34	27.44	0.807	23.08	0.679	23.4	0.688	36.04	1.06	34	24	37	27	14	2	0	12	35	10	16	0	8	0	0	0	0	0	0	0	29.412	47.059	0	23.529	0	8	0
611	O=C3OCC5OC(O)C(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C5(OC(=O)c2cc(O)c(O)c(O)c2c4c(O)c(O)c(O)cc34)	52.7	0.787	42.78	0.639	43.46	0.649	71.62	1.069	67	45	71	49	21	3	0	18	61	22	27	0	18	0	0	0	0	0	0	0	32.836	40.299	0	26.866	0	18	0
612	O=C1Oc3c(O)c(OC)cc4C(=O)Oc2c(O)c(OC)cc1c2c34	27.44	0.807	23.08	0.679	23.4	0.688	36.04	1.06	34	24	37	27	14	2	0	12	35	10	16	0	8	0	0	0	0	0	0	0	29.412	47.059	0	23.529	0	8	0
613	O=C3OCC5OC(O)C(O)C(OC(=O)c1cc(O)c(O)c(O)c1)C5(OC(=O)c2cc(O)c(O)c(O)c2c4c(O)c(O)c(O)cc34)	52.7	0.787	42.78	0.639	43.46	0.649	71.62	1.069	67	45	71	49	21	3	0	18	61	22	27	0	18	0	0	0	0	0	0	0	32.836	40.299	0	26.866	0	18	0
614	O=C1Oc3c(O)c(O)cc4C(=O)Oc2c(OC)c(O)cc1c2c34	26.28	0.848	21.48	0.693	21.64	0.698	33.16	1.07	31	23	34	26	14	2	0	12	34	8	15	0	8	0	0	0	0	0	0	0	25.806	48.387	0	25.806	0	8	0
615	O=C7OC=6C(=O)CC(OC(=O)C5C3OC(C(=O)Oc1cc(O)c(O)c(O)c1)C(O)C5(OC(=O)c2cc(O)c(O)c(O)c2c4cc(C(=O)OC3)c(O)c(O)c4(O)))C=6c8c(O)c(O)c(O)cc78	75.49	0.812	61.15	0.658	61.89	0.665	99.57	1.071	93	65	100	72	31	7	0	24	91	28	40	0	25	0	0	0	0	0	0	0	30.108	43.011	0	26.882	0	25	0
616	O=C2OCC4OC(OC(=O)c1cc(O)c(O)c(O)c1c3c(O)c(O)c(O)cc23)C6OC(=O)c8cc(O)c(O)c7OC9(O)(C(=O)C=C(C(=O)OC4C6(OC(=O)c5cc(O)c(O)c(O)c5))C(c78)C9(O)(O))	79.15	0.824	63.17	0.658	63.79	0.664	103.23	1.075	96	68	104	76	31	7	0	24	95	28	41	0	27	0	0	0	0	0	0	0	29.167	42.708	0	28.125	0	27	0
617	O=C6OCC8OC(=O)c1cc(O)c(O)c(O)c1c9c(O)c(O)c(O)c4c9(C(=O)OC(C3OC(=O)c2c4(c(O)c(O)c(O)c2C3(O)))C8(OC(=O)c5cc(O)c(O)c(O)c5c7c(O)c(O)c(O)cc67))	77.66	0.835	62.06	0.667	62.58	0.673	100.02	1.075	93	67	101	75	35	5	0	30	95	26	41	0	26	0	0	0	0	0	0	0	27.957	44.086	0	27.957	0	26	0
618	O=C2OCC(O)C(OC(=O)c1cc(O)c(O)c(O)c1c3cc2c(O)c(O)c3(O))C6OC(=O)c4cc(O)c(O)c(O)c4c7c(O)c(O)c(O)c5c7(C(=O)OC6(C5(O)))	65.18	0.815	52.42	0.655	53.02	0.663	85.82	1.073	80	56	86	62	28	4	0	24	78	24	34	0	22	0	0	0	0	0	0	0	30	42.5	0	27.5	0	22	0
619	O=C3OCC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c2cc(O)c(O)c(O)c2c4cc3c(O)c(O)c4(O))C7OC(=O)c5cc(O)c(O)c(O)c5c8c(O)c(O)c(O)c6c8(C(=O)OC7(C6(O)))	77.82	0.819	62.66	0.66	63.34	0.667	101.9	1.073	95	67	102	74	35	5	0	30	94	28	41	0	26	0	0	0	0	0	0	0	29.474	43.158	0	27.368	0	26	0
620	O=C(O)CC4C(=O)OC8C6OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c3cc(O)c(O)c2OC(=O)C(O)C4(c23))C8(OC(=O)c5cc(O)c(O)c(O)c5c7c(O)c(O)c(O)cc7(C(=O)OC6))	79.31	0.809	63.77	0.651	64.55	0.659	105.11	1.073	98	68	105	75	31	7	0	24	94	30	41	0	27	0	0	0	0	0	0	0	30.612	41.837	0	27.551	0	27	0
621	O=C(O)CC4C(=O)OC6C(OC(OC(=O)c1cc(O)c(O)c(O)c1)C(OC(=O)c3cc(O)c(O)c2OC(=O)C(O)C4(c23))C6(OC(=O)c5cc(O)c(O)c(O)c5))COC(=O)c7cc(O)c(O)c(O)c7	79.47	0.795	64.37	0.644	65.31	0.653	106.99	1.07	100	68	106	74	31	7	0	24	93	32	41	0	27	0	0	0	0	0	0	0	32	41	0	27	0	27	0
622	O=C3OCC5OC(OC(=O)c1cc(O)c(O)c(O)c1)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2c4c(O)c(O)c(O)cc34)C5(O)	52.7	0.787	42.78	0.639	43.46	0.649	71.62	1.069	67	45	71	49	21	3	0	18	61	22	27	0	18	0	0	0	0	0	0	0	32.836	40.299	0	26.866	0	18	0
