No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
1551	Fc1ccc(N)cc1Cl	12.1	0.864	9.6	0.686	10.07	0.719	14.581	1.041	14	9	14	9	6	0	0	6	12	5	6	1	0	0	0	1	1	0	0	0	35.714	42.857	7.143	0	14.286	3	2
1552	Fc1ccc(F)c(F)c1	10.98	0.915	8.13	0.678	8.07	0.672	13.173	1.098	12	9	12	9	6	0	0	6	12	3	6	0	0	0	0	3	0	0	0	0	25	50	0	0	25	3	3
1553	Fc1ccc(N)c(F)c1	10.73	0.766	9.01	0.644	9.14	0.653	14.762	1.054	14	9	14	9	6	0	0	6	12	5	6	1	0	0	0	2	0	0	0	0	35.714	42.857	7.143	0	14.286	3	2
1554	O=C(NC)CF	7.56	0.63	6.41	0.534	6.66	0.555	12.581	1.048	12	6	11	5	1	1	0	0	6	6	3	1	1	0	0	1	0	0	0	0	50	25	8.333	8.333	8.333	3	1
1555	OCC1OC(C(O)C(O)C1(O))SC(C)C	19.76	0.599	18.04	0.547	19.74	0.598	33.65	1.02	33	15	33	15	0	0	0	0	15	18	9	0	5	0	1	0	0	0	0	0	54.545	27.273	0	15.152	0	6	0
1556	O=C(NN)c1ccnc(F)c1	12.9	0.759	10.79	0.635	10.9	0.641	17.901	1.053	17	11	17	11	7	1	0	6	15	6	6	3	1	0	0	1	0	0	0	0	35.294	35.294	17.647	5.882	5.882	5	1
1557	n1cccc(c1)CN2CCCC2	13.46	0.518	15.58	0.599	16.56	0.637	25.48	0.98	26	12	27	13	6	0	0	6	16	14	10	2	0	0	0	0	0	0	0	0	53.846	38.462	7.692	0	0	2	0
1558	N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1	21.15	0.92	16	0.696	15.76	0.685	25.023	1.088	23	18	23	18	9	1	2	6	26	5	10	4	1	0	0	3	0	0	0	0	21.739	43.478	17.391	4.348	13.043	8	3
1559	Fc1ccc(N)cc1	9.23	0.659	8.9	0.636	9.21	0.658	14.251	1.018	14	8	14	8	6	0	0	6	11	6	6	1	0	0	0	1	0	0	0	0	42.857	42.857	7.143	0	7.143	2	1
1560	Fc1ccc(O)cc1	9.31	0.716	8.42	0.648	8.66	0.666	13.481	1.037	13	8	13	8	6	0	0	6	11	5	6	0	1	0	0	1	0	0	0	0	38.462	46.154	0	7.692	7.692	2	1
1561	FCCO	5.31	0.59	4.42	0.491	4.66	0.518	9.481	1.053	9	4	8	3	0	0	0	0	3	5	2	0	1	0	0	1	0	0	0	0	55.556	22.222	0	11.111	11.111	2	1
1562	N#CCC(=O)O	7.07	0.786	5.61	0.623	5.66	0.629	9.64	1.071	9	6	8	5	2	1	1	0	8	3	3	1	2	0	0	0	0	0	0	0	33.333	33.333	11.111	22.222	0	3	0
1563	Fc1cccc(F)c1	9.48	0.79	8.02	0.668	8.14	0.678	12.662	1.055	12	8	12	8	6	0	0	6	11	4	6	0	0	0	0	2	0	0	0	0	33.333	50	0	0	16.667	2	2
1564	Fc1cccc(N)c1	9.23	0.659	8.9	0.636	9.21	0.658	14.251	1.018	14	8	14	8	6	0	0	6	11	6	6	1	0	0	0	1	0	0	0	0	42.857	42.857	7.143	0	7.143	2	1
1565	Fc1cccc(O)c1	9.31	0.716	8.42	0.648	8.66	0.666	13.481	1.037	13	8	13	8	6	0	0	6	11	5	6	0	1	0	0	1	0	0	0	0	38.462	46.154	0	7.692	7.692	2	1
1566	Fc1cnccc1	8.07	0.734	7.3	0.664	7.45	0.677	11.371	1.034	11	7	11	7	6	0	0	6	10	4	5	1	0	0	0	1	0	0	0	0	36.364	45.455	9.091	0	9.091	2	1
1567	Fc1ncccc1	8.07	0.734	7.3	0.664	7.45	0.677	11.371	1.034	11	7	11	7	6	0	0	6	10	4	5	1	0	0	0	1	0	0	0	0	36.364	45.455	9.091	0	9.091	2	1
1568	O=C(N)NCCCC(N)C(=O)O	14.54	0.582	13.5	0.54	14.15	0.566	25.69	1.028	25	12	24	11	2	2	0	0	13	13	6	3	3	0	0	0	0	0	0	0	52	24	12	12	0	6	0
1569	FC(F)(F)C(O)C	9.47	0.789	6.24	0.52	6.28	0.523	13.383	1.115	12	7	11	6	0	0	0	0	6	5	3	0	1	0	0	3	0	0	0	0	41.667	25	0	8.333	25	4	3
1570	FC(F)(F)C(F)(F)C(F)(F)CO	16.63	1.109	8.28	0.552	7.76	0.517	18.307	1.22	15	12	14	11	0	0	0	0	11	3	4	0	1	0	0	7	0	0	0	0	20	26.667	0	6.667	46.667	8	7
1571	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	31.22	0.557	33.15	0.592	35.13	0.627	56.031	1.001	56	27	59	30	4	4	0	0	34	29	22	0	4	0	0	1	0	0	0	0	51.786	39.286	0	7.143	1.786	5	1
1572	O=C(OCC)C(F)(F)F	11.8	0.843	7.75	0.554	7.73	0.552	15.713	1.122	14	9	13	8	1	1	0	0	9	5	4	0	2	0	0	3	0	0	0	0	35.714	28.571	0	14.286	21.429	5	3
1573	O=[N+]([O-])c1ccccc1C(F)(F)F	15.89	0.935	11.14	0.655	10.97	0.645	18.933	1.114	17	13	17	13	7	1	0	6	17	4	7	1	2	0	0	3	0	0	0	0	23.529	41.176	5.882	11.765	17.647	6	3
1574	FC(F)(F)C(c1ccc(OC)cc1)c2ccc(OC)cc2	24.6	0.683	22.75	0.632	23.53	0.654	37.113	1.031	36	21	37	22	12	0	0	12	28	15	16	0	2	0	0	3	0	0	0	0	41.667	44.444	0	5.556	8.333	5	3
1575	O=C(O)c1c(F)cccc1(F)	13.14	0.876	10.04	0.669	10.04	0.669	16.322	1.088	15	11	15	11	7	1	0	6	15	4	7	0	2	0	0	2	0	0	0	0	26.667	46.667	0	13.333	13.333	4	2
1576	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	19.29	0.665	18.51	0.638	19.15	0.66	29.59	1.02	29	17	30	18	9	3	0	6	24	12	12	2	3	0	0	0	0	0	0	0	41.379	41.379	6.897	10.345	0	5	0
1577	Fc1c(F)c(F)c(F)c(F)c1(F)	15.48	1.29	8.46	0.705	7.86	0.655	14.706	1.226	12	12	12	12	6	0	0	6	15	0	6	0	0	0	0	6	0	0	0	0	0	50	0	0	50	6	6
1578	O=[N+]([O-])c1cc(cc(c1Cl)[N+](=O)[O-])C(F)(F)F	22.51	1.185	13.25	0.697	12.97	0.683	22.143	1.165	19	17	19	17	8	2	0	6	22	2	7	2	4	0	0	3	1	0	0	0	10.526	36.842	10.526	21.053	21.053	10	4
1579	O=C(OC)c1ccccc1(F)	12.8	0.711	11.53	0.641	11.87	0.659	18.691	1.038	18	11	18	11	7	1	0	6	15	7	8	0	2	0	0	1	0	0	0	0	38.889	44.444	0	11.111	5.556	3	1
1580	Fc1cccc2cccnc12	12.23	0.719	11.9	0.7	12.21	0.718	17.251	1.015	17	11	18	12	11	0	0	11	17.5	6	9	1	0	0	0	1	0	0	0	0	35.294	52.941	5.882	0	5.882	2	1
1581	O=C(Nc1cccc(c1(F))Cl)C	15.59	0.821	12.71	0.669	13.28	0.699	19.791	1.042	19	12	19	12	7	1	0	6	16	7	8	1	1	0	0	1	1	0	0	0	36.842	42.105	5.263	5.263	10.526	4	2
1582	n1c(nc(N)c2nc(c(nc12)N)c3ccccc3)N	21.07	0.702	20.13	0.671	20.52	0.684	30.46	1.015	30	19	32	21	17	0	0	17	29.5	11	12	7	0	0	0	0	0	0	0	0	36.667	40	23.333	0	0	7	0
1583	O=C(Nc1ccccc1(F))C	12.72	0.669	12.01	0.632	12.42	0.654	19.461	1.024	19	11	19	11	7	1	0	6	15	8	8	1	1	0	0	1	0	0	0	0	42.105	42.105	5.263	5.263	5.263	3	1
1584	O=[N+]([O-])c1cc(ccc1(O))C(F)(F)F	17.22	0.957	11.65	0.647	11.42	0.634	20.263	1.126	18	14	18	14	7	1	0	6	18	4	7	1	3	0	0	3	0	0	0	0	22.222	38.889	5.556	16.667	16.667	7	3
1585	FC(F)(F)c1cccc(c1)C(F)(F)F	17.8	0.989	11.66	0.648	11.38	0.632	20.466	1.137	18	14	18	14	6	0	0	6	17	4	8	0	0	0	0	6	0	0	0	0	22.222	44.444	0	0	33.333	6	6
1586	FC(F)(F)c1cccc(N=NN(C)C)c1	18.05	0.722	15.3	0.612	15.59	0.624	26.233	1.049	25	15	25	15	7	1	0	6	19	10	9	3	0	0	0	3	0	0	0	0	40	36	12	0	12	6	3
1587	FC(F)(F)c1ccc(O)cc1	13.47	0.842	10.24	0.64	10.28	0.643	17.383	1.086	16	11	16	11	6	0	0	6	14	5	7	0	1	0	0	3	0	0	0	0	31.25	43.75	0	6.25	18.75	4	3
1588	O=[N+]([O-])c1ccc(cc1)C(F)(F)F	15.89	0.935	11.14	0.655	10.97	0.645	18.933	1.114	17	13	17	13	7	1	0	6	17	4	7	1	2	0	0	3	0	0	0	0	23.529	41.176	5.882	11.765	17.647	6	3
1589	O=C(OC)c1ccc(F)cc1	12.8	0.711	11.53	0.641	11.87	0.659	18.691	1.038	18	11	18	11	7	1	0	6	15	7	8	0	2	0	0	1	0	0	0	0	38.889	44.444	0	11.111	5.556	3	1
1590	N#Cc1cccc(F)c1	10.07	0.775	9.3	0.715	9.45	0.727	13.371	1.029	13	9	13	9	7	0	1	6	14	4	7	1	0	0	0	1	0	0	0	0	30.769	53.846	7.692	0	7.692	2	1
1591	O=C(Nc1ccccc1)C(F)(F)F	15.72	0.827	12.23	0.644	12.28	0.646	20.483	1.078	19	13	19	13	7	1	0	6	17	6	8	1	1	0	0	3	0	0	0	0	31.579	42.105	5.263	5.263	15.789	5	3
1592	O=C(O)COc1cccc(F)c1	14.13	0.744	12.04	0.634	12.32	0.648	20.021	1.054	19	12	19	12	7	1	0	6	16	7	8	0	3	0	0	1	0	0	0	0	36.842	42.105	0	15.789	5.263	4	1
1593	O=C(O)Cc1ccc(F)cc1	12.8	0.711	11.53	0.641	11.87	0.659	18.691	1.038	18	11	18	11	7	1	0	6	15	7	8	0	2	0	0	1	0	0	0	0	38.889	44.444	0	11.111	5.556	3	1
1594	O=C(O)COc1ccc(F)cc1	14.13	0.744	12.04	0.634	12.32	0.648	20.021	1.054	19	12	19	12	7	1	0	6	16	7	8	0	3	0	0	1	0	0	0	0	36.842	42.105	0	15.789	5.263	4	1
1595	N#CN	3.5	0.7	2.98	0.596	3	0.6	5.2	1.04	5	3	4	2	1	0	1	0	4	2	1	2	0	0	0	0	0	0	0	0	40	20	40	0	0	2	0
1596	O=C(C)C(F)(F)F	9.31	0.931	5.64	0.564	5.52	0.552	11.503	1.15	10	7	9	6	1	1	0	0	7	3	3	0	1	0	0	3	0	0	0	0	30	30	0	10	30	4	3
1597	FC(F)(c1ccccc1)C(F)(F)c2ccccc2	21.12	0.754	18.64	0.666	19.04	0.68	29.204	1.043	28	18	29	19	12	0	0	12	25	10	14	0	0	0	0	4	0	0	0	0	35.714	50	0	0	14.286	4	4
1598	O=C1C=CC3(C(=C1)C(C)CC2C4CCC(O)(C(=O)C)C4(C)(CC(O)C23(F)))(C)	31.22	0.557	33.15	0.592	35.13	0.627	56.031	1.001	56	27	59	30	4	4	0	0	34	29	22	0	4	0	0	1	0	0	0	0	51.786	39.286	0	7.143	1.786	5	1
1599	O=C(OCC)C(F)(F)C(F)(F)F	15.96	0.939	9.57	0.563	9.35	0.55	19.615	1.154	17	12	16	11	1	1	0	0	12	5	5	0	2	0	0	5	0	0	0	0	29.412	29.412	0	11.765	29.412	7	5
1600	O=C(C)CF	6.31	0.631	5.42	0.542	5.66	0.566	10.481	1.048	10	5	9	4	1	1	0	0	5	5	3	0	1	0	0	1	0	0	0	0	50	30	0	10	10	2	1
1601	O=C(OC)C(F)(F)F	10.64	0.967	6.15	0.559	5.97	0.543	12.833	1.167	11	8	10	7	1	1	0	0	8	3	3	0	2	0	0	3	0	0	0	0	27.273	27.273	0	18.182	27.273	5	3
1602	O=S(=O)(N)c2nc1ccccc1s2	17.82	0.938	13.38	0.704	14.72	0.775	19.78	1.041	19	13	20	14	12	2	0	10	21	6	7	2	2	0	2	0	0	0	0	0	31.579	36.842	10.526	10.526	0	6	0
1603	FC(F)(F)c1ccc(cc1)C(F)(F)F	17.8	0.989	11.66	0.648	11.38	0.632	20.466	1.137	18	14	18	14	6	0	0	6	17	4	8	0	0	0	0	6	0	0	0	0	22.222	44.444	0	0	33.333	6	6
1604	O=C4C=C3CCC2C(CCC1(C)(C2(CCC1(O)(C#C))))C3(C)CC4	25.9	0.508	30.42	0.596	32.54	0.638	49.98	0.98	51	23	54	26	3	2	1	0	30	28	21	0	2	0	0	0	0	0	0	0	54.902	41.176	0	3.922	0	2	0
1605	O=C4C=C3CCC1C(CCC2(C)(C(O)CCC12))C3CC4	22.74	0.494	26.82	0.583	28.78	0.626	45.1	0.98	46	20	49	23	2	2	0	0	25	26	18	0	2	0	0	0	0	0	0	0	56.522	39.13	0	4.348	0	2	0
1606	O=C(c1ccccc1)C(F)(F)F	14.47	0.851	11.24	0.661	11.28	0.664	18.383	1.081	17	12	17	12	7	1	0	6	16	5	8	0	1	0	0	3	0	0	0	0	29.412	47.059	0	5.882	17.647	4	3
1607	O=C(O)c1c(F)cccc1Cl	14.51	0.967	10.63	0.709	10.97	0.731	16.141	1.076	15	11	15	11	7	1	0	6	15	4	7	0	2	0	0	1	1	0	0	0	26.667	46.667	0	13.333	13.333	4	2
1608	O=C(N(c1ccccc1)C3CCN(CCc2ccccc2)CC3)CC	27.91	0.527	32.29	0.609	34.33	0.648	51.97	0.981	53	25	55	27	13	1	0	12	34	28	22	2	1	0	0	0	0	0	0	0	52.83	41.509	3.774	1.887	0	3	0
1609	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	23.66	0.717	22.79	0.691	23.87	0.723	33.14	1.004	33	20	35	22	14	2	0	12	30	13	16	2	1	0	0	0	1	0	0	0	39.394	48.485	6.061	3.03	3.03	4	1
1610	n1ccc2c3ccc(OC)cc3([nH]c2(c1C))	17.63	0.63	18.49	0.66	19.25	0.688	27.93	0.997	28	16	30	18	15	0	0	15	25.5	12	13	2	1	0	0	0	0	0	0	0	42.857	46.429	7.143	3.571	0	3	0
1611	FC(F)(F)c1ccccc1(O)	13.47	0.842	10.24	0.64	10.28	0.643	17.383	1.086	16	11	16	11	6	0	0	6	14	5	7	0	1	0	0	3	0	0	0	0	31.25	43.75	0	6.25	18.75	4	3
1612	O=C(N)c1ccccc1(F)	11.56	0.723	10.41	0.651	10.66	0.666	16.581	1.036	16	10	16	10	7	1	0	6	14	6	7	1	1	0	0	1	0	0	0	0	37.5	43.75	6.25	6.25	6.25	3	1
1613	O=C(O)c1ccccc1(F)	11.64	0.776	9.93	0.662	10.11	0.674	15.811	1.054	15	10	15	10	7	1	0	6	14	5	7	0	2	0	0	1	0	0	0	0	33.333	46.667	0	13.333	6.667	3	1
1614	O=[N+]([O-])c1cc(cc(c1(N))[N+](=O)[O-])C(F)(F)F	20.89	0.995	13.54	0.645	13.11	0.624	23.913	1.139	21	17	21	17	8	2	0	6	22	4	7	3	4	0	0	3	0	0	0	0	19.048	33.333	14.286	19.048	14.286	10	3
1615	O=C(O)c1ccc(N)cc1(F)	12.89	0.758	10.92	0.642	11.11	0.654	17.911	1.054	17	11	17	11	7	1	0	6	15	6	7	1	2	0	0	1	0	0	0	0	35.294	41.176	5.882	11.765	5.882	4	1
1616	O=[N+]([O-])c1ccc(F)cc1(O)	13.06	0.871	9.83	0.655	9.8	0.653	16.361	1.091	15	11	15	11	7	1	0	6	15	4	6	1	3	0	0	1	0	0	0	0	26.667	40	6.667	20	6.667	5	1
1617	Fc1ccccc1CO	10.47	0.654	10.02	0.626	10.42	0.651	16.361	1.023	16	9	16	9	6	0	0	6	12	7	7	0	1	0	0	1	0	0	0	0	43.75	43.75	0	6.25	6.25	2	1
1618	O=[N+]([O-])c1ncn(c1Sc3ncnc2[nH]cnc23)C	23.08	0.888	18.04	0.694	18.55	0.713	27.44	1.055	26	19	28	21	16	1	0	15	29.5	7	9	7	2	0	1	0	0	0	0	0	26.923	34.615	26.923	7.692	0	10	0
1619	O=C(O)Cc1cc(O)ccc1(O)	13.96	0.698	12.44	0.622	12.84	0.642	20.84	1.042	20	12	20	12	7	1	0	6	16	8	8	0	4	0	0	0	0	0	0	0	40	40	0	20	0	4	0
1620	O=C(c1ccccc1)Cc2ccccc2	16.29	0.603	18.11	0.671	19.01	0.704	26.61	0.986	27	15	28	16	13	1	0	12	23	12	14	0	1	0	0	0	0	0	0	0	44.444	51.852	0	3.704	0	1	0
1621	O=C(O)Cc1ccccc1(F)	12.8	0.711	11.53	0.641	11.87	0.659	18.691	1.038	18	11	18	11	7	1	0	6	15	7	8	0	2	0	0	1	0	0	0	0	38.889	44.444	0	11.111	5.556	3	1
1622	O=S(=O)(N)c2nc1ccc(OCC)cc1s2	21.47	0.826	17.09	0.657	18.69	0.719	26.87	1.033	26	16	27	17	12	2	0	10	24	10	9	2	3	0	2	0	0	0	0	0	38.462	34.615	7.692	11.538	0	7	0
1623	Oc1ccc(cc1(O))C	10.3	0.606	10.42	0.613	10.94	0.644	17.18	1.011	17	9	17	9	6	0	0	6	12	8	7	0	2	0	0	0	0	0	0	0	47.059	41.176	0	11.765	0	2	0
1624	FCC(O)CF	7.97	0.664	6.13	0.511	6.35	0.529	12.872	1.073	12	6	11	5	0	0	0	0	5	6	3	0	1	0	0	2	0	0	0	0	50	25	0	8.333	16.667	3	2
1625	O=C(OCC)C(F)F	10.3	0.736	7.64	0.546	7.8	0.557	15.202	1.086	14	8	13	7	1	1	0	0	8	6	4	0	2	0	0	2	0	0	0	0	42.857	28.571	0	14.286	14.286	4	2
1626	O=Cc1cccc(c1)C(F)(F)F	14.47	0.851	11.24	0.661	11.28	0.664	18.383	1.081	17	12	17	12	7	1	0	6	16	5	8	0	1	0	0	3	0	0	0	0	29.412	47.059	0	5.882	17.647	4	3
1627	O=C(O)c1cccc(c1)C(F)(F)F	15.8	0.878	11.75	0.653	11.73	0.652	19.713	1.095	18	13	18	13	7	1	0	6	17	5	8	0	2	0	0	3	0	0	0	0	27.778	44.444	0	11.111	16.667	5	3
1628	FC(F)(F)c1ccc(N)cc1	13.39	0.788	10.72	0.631	10.83	0.637	18.153	1.068	17	11	17	11	6	0	0	6	14	6	7	1	0	0	0	3	0	0	0	0	35.294	41.176	5.882	0	17.647	4	3
1629	O=S(=O)(F)c1ccc(cc1)C	14.47	0.804	11.62	0.646	12.52	0.696	18.771	1.043	18	11	18	11	8	2	0	6	16	7	7	0	2	0	1	1	0	0	0	0	38.889	38.889	0	11.111	5.556	4	1
1630	O=C(O)c1ccc(cc1)C(F)(F)F	15.8	0.878	11.75	0.653	11.73	0.652	19.713	1.095	18	13	18	13	7	1	0	6	17	5	8	0	2	0	0	3	0	0	0	0	27.778	44.444	0	11.111	16.667	5	3
1631	O=C(c1cccc(F)c1)C	11.47	0.675	11.02	0.648	11.42	0.672	17.361	1.021	17	10	17	10	7	1	0	6	14	7	8	0	1	0	0	1	0	0	0	0	41.176	47.059	0	5.882	5.882	2	1
1632	O=C(N)c1cccc(F)c1	11.56	0.723	10.41	0.651	10.66	0.666	16.581	1.036	16	10	16	10	7	1	0	6	14	6	7	1	1	0	0	1	0	0	0	0	37.5	43.75	6.25	6.25	6.25	3	1
1633	O=C(O)c1cccc(F)c1	11.64	0.776	9.93	0.662	10.11	0.674	15.811	1.054	15	10	15	10	7	1	0	6	14	5	7	0	2	0	0	1	0	0	0	0	33.333	46.667	0	13.333	6.667	3	1
1634	O=C(O)c1ccc(N)c(F)c1	12.89	0.758	10.92	0.642	11.11	0.654	17.911	1.054	17	11	17	11	7	1	0	6	15	6	7	1	2	0	0	1	0	0	0	0	35.294	41.176	5.882	11.765	5.882	4	1
1635	O=C(O)c1ccc(F)cc1	11.64	0.776	9.93	0.662	10.11	0.674	15.811	1.054	15	10	15	10	7	1	0	6	14	5	7	0	2	0	0	1	0	0	0	0	33.333	46.667	0	13.333	6.667	3	1
1636	FC(F)(F)Oc1ccccc1	13.47	0.842	10.24	0.64	10.28	0.643	17.383	1.086	16	11	16	11	6	0	0	6	14	5	7	0	1	0	0	3	0	0	0	0	31.25	43.75	0	6.25	18.75	4	3
1637	FC(F)(F)Sc1ccccc1	14.81	0.926	10.82	0.676	11.48	0.718	17.133	1.071	16	11	16	11	6	0	0	6	14	5	7	0	0	0	1	3	0	0	0	0	31.25	43.75	0	0	18.75	4	3
1638	O=S(=O)(Nc1ccccc1)C(F)(F)F	18.72	0.936	12.83	0.642	13.38	0.669	21.893	1.095	20	14	20	14	8	2	0	6	19	6	7	1	2	0	1	3	0	0	0	0	30	35	5	10	15	7	3
1639	FC(F)(F)c1cccc(c1)CC(NCC)C	19.19	0.6	18.72	0.585	19.63	0.613	32.553	1.017	32	16	32	16	6	0	0	6	19	16	12	1	0	0	0	3	0	0	0	0	50	37.5	3.125	0	9.375	4	3
1640	FC(F)Oc1ccccc1	11.97	0.748	10.13	0.633	10.35	0.647	16.872	1.054	16	10	16	10	6	0	0	6	13	6	7	0	1	0	0	2	0	0	0	0	37.5	43.75	0	6.25	12.5	3	2
1641	O=CNc1ccc(F)cc1	11.56	0.723	10.41	0.651	10.66	0.666	16.581	1.036	16	10	16	10	7	1	0	6	14	6	7	1	1	0	0	1	0	0	0	0	37.5	43.75	6.25	6.25	6.25	3	1
1642	Fc1ccc(cc1)CO	10.47	0.654	10.02	0.626	10.42	0.651	16.361	1.023	16	9	16	9	6	0	0	6	12	7	7	0	1	0	0	1	0	0	0	0	43.75	43.75	0	6.25	6.25	2	1
1643	O=Cc1ccc(F)cc1	10.31	0.736	9.42	0.673	9.66	0.69	14.481	1.034	14	9	14	9	7	1	0	6	13	5	7	0	1	0	0	1	0	0	0	0	35.714	50	0	7.143	7.143	2	1
1644	Fc1ccc(OC)cc1	10.47	0.654	10.02	0.626	10.42	0.651	16.361	1.023	16	9	16	9	6	0	0	6	12	7	7	0	1	0	0	1	0	0	0	0	43.75	43.75	0	6.25	6.25	2	1
1645	Fc1ccc(cc1)Br	14.55	1.213	8.99	0.749	9.56	0.797	12.381	1.032	12	8	12	8	6	0	0	6	11	4	6	0	0	0	0	1	0	1	0	0	33.333	50	0	0	16.667	2	2
1646	O=C1NC(=O)CN1	8.32	0.756	6.6	0.6	6.66	0.605	11.74	1.067	11	7	11	7	2	2	0	0	9	4	3	2	2	0	0	0	0	0	0	0	36.364	27.273	18.182	18.182	0	4	0
1647	NC(C)(C)Cc1ccc(cc1)Cl	15.24	0.586	15.89	0.611	17.18	0.661	25.59	0.984	26	12	26	12	6	0	0	6	15	14	10	1	0	0	0	0	1	0	0	0	53.846	38.462	3.846	0	3.846	2	1
1648	n1c(N)cc(nc1C)C	10.23	0.568	10.77	0.598	11.28	0.627	17.94	0.997	18	9	18	9	6	0	0	6	12	9	6	3	0	0	0	0	0	0	0	0	50	33.333	16.667	0	0	3	0
1649	Fc1ccccc1	7.98	0.665	7.91	0.659	8.21	0.684	12.151	1.013	12	7	12	7	6	0	0	6	10	5	6	0	0	0	0	1	0	0	0	0	41.667	50	0	0	8.333	1	1
1650	FCCCO	6.47	0.539	6.02	0.502	6.42	0.535	12.361	1.03	12	5	11	4	0	0	0	0	4	7	3	0	1	0	0	1	0	0	0	0	58.333	25	0	8.333	8.333	2	1
1651	O(COCC)CC	8.62	0.454	9.62	0.506	10.46	0.551	18.94	0.997	19	7	18	6	0	0	0	0	6	12	5	0	2	0	0	0	0	0	0	0	63.158	26.316	0	10.526	0	2	0
1652	O=C(O)CCCCCCCC=CCC=CCC=CCC	23.06	0.461	28.02	0.56	30.3	0.606	48.86	0.977	50	20	49	19	4	4	0	0	23	30	18	0	2	0	0	0	0	0	0	0	60	36	0	4	0	2	0
1653	C(=C)=C	3.32	0.474	4.2	0.6	4.52	0.646	6.76	0.966	7	3	6	2	2	2	0	0	4	4	3	0	0	0	0	0	0	0	0	0	57.143	42.857	0	0	0	0	0
1654	CC(C)(C)C	5.96	0.351	8.6	0.506	9.56	0.562	16.28	0.958	17	5	16	4	0	0	0	0	4	12	5	0	0	0	0	0	0	0	0	0	70.588	29.412	0	0	0	0	0
1655	OC(C)C(C)(C)C	8.45	0.402	10.71	0.51	11.77	0.56	20.49	0.976	21	7	20	6	0	0	0	0	6	14	6	0	1	0	0	0	0	0	0	0	66.667	28.571	0	4.762	0	1	0
1656	O=C1OCC(=C1)C3C(OC(=O)C)CC4(O)(C5CCC2CC(O)CCC2(C)C5(CCC34(C)))	35.86	0.535	38.86	0.58	41.38	0.618	66.82	0.997	67	31	71	35	3	3	0	0	38	36	25	0	6	0	0	0	0	0	0	0	53.731	37.313	0	8.955	0	6	0
1657	O=C1OCC(=C1)C4C(OC(=O)C)CC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2)CCC3(C)C6(CCC45(C)))	47.81	0.537	50.99	0.573	54.29	0.61	89.09	1.001	89	41	94	46	3	3	0	0	49	48	32	0	9	0	0	0	0	0	0	0	53.933	35.955	0	10.112	0	9	0
1658	O=C1C(=O)C2(C)(CCC1C2(C)(C))	13.78	0.53	15.22	0.585	16.22	0.624	25.82	0.993	26	12	27	13	2	2	0	0	15	14	10	0	2	0	0	0	0	0	0	0	53.846	38.462	0	7.692	0	2	0
1659	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45(O))C67)	29.09	0.606	30.51	0.636	31.95	0.666	47.99	1	48	26	54	32	8	2	0	6	37	22	21	2	3	0	0	0	0	0	0	0	45.833	43.75	4.167	6.25	0	5	0
1660	O=C1CCC5(O)(C4N(CC=C)CCC25(c3c(OC12)c(O)ccc3C4))	27.17	0.604	28.03	0.623	29.4	0.653	45.22	1.005	45	24	49	28	8	2	0	6	33	21	19	1	4	0	0	0	0	0	0	0	46.667	42.222	2.222	8.889	0	5	0
1661	O=C1OC=C(C=C1)C4CCC5(O)(C6CCC3=CC(OC2OC(C)C(O)C(O)C2(O))CCC3(C)C6(CCC45(C)))	44	0.55	46.68	0.584	49.56	0.62	80.12	1.001	80	38	85	43	4	4	0	0	47	42	30	0	8	0	0	0	0	0	0	0	52.5	37.5	0	10	0	8	0
1662	O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(OC)C2(O))CCC3(C)C6(CCC45(C)))	44.32	0.528	47.88	0.57	51.08	0.608	83.88	0.999	84	38	89	43	2	2	0	0	45	46	30	0	8	0	0	0	0	0	0	0	54.762	35.714	0	9.524	0	8	0
1663	Oc5ccc4c1c5(OC2C(O)C=CC3C(NCCC123)C4)	22.52	0.609	23.32	0.63	24.43	0.66	37.13	1.004	37	20	41	24	7	1	0	6	28	17	16	1	3	0	0	0	0	0	0	0	45.946	43.243	2.703	8.108	0	4	0
1664	OC1C=CC5C4NCCC25(c3c(OC12)c(OC)ccc3C4)	23.68	0.592	24.92	0.623	26.19	0.655	40.01	1	40	21	44	25	7	1	0	6	29	19	17	1	3	0	0	0	0	0	0	0	47.5	42.5	2.5	7.5	0	4	0
1665	O=C(OC2(c1ccccc1)(CCN(C)CC2(CC)))CC	22.83	0.507	26.21	0.582	28.02	0.623	44.32	0.985	45	20	46	21	7	1	0	6	25	25	17	1	2	0	0	0	0	0	0	0	55.556	37.778	2.222	4.444	0	3	0
