No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
1515	NC1=CC=C(N)C2=C1C(=O)C1=C(N)C=CC(N)=C1C2=O	22.3	0.697	21.38	0.668	21.94	0.686	32.58	1.018	32	20	34	22	14	2	0	12	30	12	14	4	2	0	0	0	0	0	0	0	37.5	43.75	12.5	6.25	0	6	0
1516	CO[SiH](OC)OC	10.13	0.596	8.95	0.526	11.21	0.659	17.17	1.01	17	7	16	6	0	0	0	0	6	10	3	0	3	0	0	0	0	0	0	0	58.824	17.647	0	17.647	0	4	0
1517	CN(C)C1=CC=C(C=C1)\\N=N\\C1=CC=C(C=C1)N(=O)=O	22.46	0.661	21.98	0.646	22.7	0.668	34.46	1.014	34	20	35	21	14	2	0	12	29	14	14	4	2	0	0	0	0	0	0	0	41.176	41.176	11.765	5.882	0	6	0
1518	COP(Cl)(=S)OC	13.34	1.026	8.09	0.622	10.13	0.779	13.57	1.044	13	7	12	6	1	1	0	0	7	6	2	0	2	1	1	0	1	0	0	0	46.154	15.385	0	15.385	7.692	5	1
1519	CCCCOCCOC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl	29.53	0.777	24.14	0.635	25.98	0.684	39.11	1.029	38	21	38	21	7	1	0	6	25	17	14	0	4	0	0	0	3	0	0	0	44.737	36.842	0	10.526	7.895	7	3
1520	CCOC1=NC(=NS1)C(Cl)(Cl)Cl	20.59	1.211	12.48	0.734	13.96	0.821	18.24	1.073	17	12	17	12	5	0	0	5	14.5	5	5	2	1	0	1	0	3	0	0	0	29.412	29.412	11.765	5.882	17.647	7	3
1521	CCOC(=O)[C@H](SP(=S)(OC)OC)C1=CC=CC=C1	26.6	0.739	22.5	0.625	25.62	0.712	36.38	1.011	36	19	36	19	8	2	0	6	24	17	12	0	4	1	2	0	0	0	0	0	47.222	33.333	0	11.111	0	7	0
1522	OC1=CC=C(C=C)C=C1	9.97	0.586	10.91	0.642	11.49	0.676	16.85	0.991	17	9	17	9	7	1	0	6	13	8	8	0	1	0	0	0	0	0	0	0	47.059	47.059	0	5.882	0	1	0
1523	CNC(=O)OC1=CC(C)=CC(C)=C1	14.87	0.572	15.61	0.6	16.46	0.633	26.04	1.002	26	13	26	13	7	1	0	6	17	13	10	1	2	0	0	0	0	0	0	0	50	38.462	3.846	7.692	0	3	0
1524	COC1=CC(Cl)=C(OC)C=C1Cl	17.2	0.86	13.42	0.671	14.42	0.721	20.72	1.036	20	12	20	12	6	0	0	6	15	8	8	0	2	0	0	0	2	0	0	0	40	40	0	10	10	4	2
1525	CNC(=O)OC1=CC(C)=C(C)C(C)=C1	16.03	0.553	17.21	0.593	18.22	0.628	28.92	0.997	29	14	29	14	7	1	0	6	18	15	11	1	2	0	0	0	0	0	0	0	51.724	37.931	3.448	6.897	0	3	0
1526	ClC1=C(OC2=CC=CC=C2)C=CC=C1	17	0.739	16.21	0.705	17.11	0.744	23.06	1.003	23	14	24	15	12	0	0	12	21	9	12	0	1	0	0	0	1	0	0	0	39.13	52.174	0	4.348	4.348	2	1
1527	[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O	24.64	0.88	16	0.571	15.6	0.557	31.44	1.123	28	20	28	20	4	4	0	0	24	8	4	8	8	0	0	0	0	0	0	0	28.571	14.286	28.571	28.571	0	16	0
1528	CCCC=C(C)C	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1529	C1C[N+]2=C(C=CC=C2)C2=[N+]1C=CC=C2	15.3	0.588	16.98	0.653	17.8	0.685	25.6	0.985	26	14	28	16	12	0	0	12	22	12	12	2	0	0	0	0	0	0	0	0	46.154	46.154	7.692	0	0	2	0
1530	CC(C)(N=C=O)C1=CC=C(C=C1)C(C)(C)N=C=O	20.28	0.596	21.2	0.624	22.22	0.654	34.02	1.001	34	18	34	18	10	4	0	6	25	16	14	2	2	0	0	0	0	0	0	0	47.059	41.176	5.882	5.882	0	4	0
1531	CC(C)(N=C=O)C1=CC(=CC=C1)C(C)(C)N=C=O	20.28	0.596	21.2	0.624	22.22	0.654	34.02	1.001	34	18	34	18	10	4	0	6	25	16	14	2	2	0	0	0	0	0	0	0	47.059	41.176	5.882	5.882	0	4	0
1532	NC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O	17.26	0.863	14.51	0.726	15.04	0.752	20.73	1.037	20	14	21	15	9	3	0	6	21	6	10	1	2	0	0	0	1	0	0	0	30	50	5	10	5	4	1
1533	CCCOCCO	8.62	0.454	9.62	0.506	10.46	0.551	18.94	0.997	19	7	18	6	0	0	0	0	6	12	5	0	2	0	0	0	0	0	0	0	63.158	26.316	0	10.526	0	2	0
1534	CCCCCC#CC	9.12	0.415	12.2	0.555	13.32	0.605	21.16	0.962	22	8	21	7	1	0	1	0	9	14	8	0	0	0	0	0	0	0	0	0	63.636	36.364	0	0	0	0	0
1535	FC(Cl)C(F)(F)F	11.35	1.419	4.94	0.618	4.86	0.607	10.014	1.252	8	7	7	6	0	0	0	0	6	1	2	0	0	0	0	4	1	0	0	0	12.5	25	0	0	62.5	5	5
1536	CCC1=C(C)C=CC=C1C	11.12	0.463	14.2	0.592	15.32	0.638	23.16	0.965	24	10	24	10	6	0	0	6	13	14	10	0	0	0	0	0	0	0	0	0	58.333	41.667	0	0	0	0	0
1537	ClC(=O)CCCC(Cl)=O	14.04	0.936	9.82	0.655	10.66	0.711	15.84	1.056	15	9	14	8	2	2	0	0	10	6	5	0	2	0	0	0	2	0	0	0	40	33.333	0	13.333	13.333	4	2
1538	CCCCCCCCCC1CCCCC1	17.4	0.387	24	0.533	26.4	0.587	43.2	0.96	45	15	45	15	0	0	0	0	15	30	15	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1539	CCCCCCCCCCCCCCCCCCS	23.71	0.416	30.49	0.535	34.09	0.598	54.8	0.961	57	19	56	18	0	0	0	0	18	38	18	0	0	0	1	0	0	0	0	0	66.667	31.579	0	0	0	1	0
1540	CC(=C)C1=CC=C(C=C1)C(C)(C)N=C=O	16.7	0.557	18.7	0.623	19.77	0.659	29.59	0.986	30	15	30	15	9	3	0	6	21	15	13	1	1	0	0	0	0	0	0	0	50	43.333	3.333	3.333	0	2	0
1541	ClC1=CC=CC(=C1)N=C=O	12.77	0.912	10.4	0.743	10.83	0.774	14.52	1.037	14	10	14	10	8	2	0	6	15	4	7	1	1	0	0	0	1	0	0	0	28.571	50	7.143	7.143	7.143	3	1
1542	ClC(=O)OCC=C	10.01	0.834	7.52	0.627	8.04	0.67	12.63	1.052	12	7	11	6	2	2	0	0	8	5	4	0	2	0	0	0	1	0	0	0	41.667	33.333	0	16.667	8.333	3	1
1543	CCCCCCC(C)S	12.11	0.449	14.49	0.537	16.49	0.611	26	0.963	27	9	26	8	0	0	0	0	8	18	8	0	0	0	1	0	0	0	0	0	66.667	29.63	0	0	0	1	0
1544	CN(C)C1=CC=C(C=C1)\\N=N\\C1=CC=CC=C1[N+]([O-])=O	22.46	0.661	21.98	0.646	22.7	0.668	34.46	1.014	34	20	35	21	14	2	0	12	29	14	14	4	2	0	0	0	0	0	0	0	41.176	41.176	11.765	5.882	0	6	0
1545	CCN(CC)C1=CC=C(C=C1)\\N=N\\C1=CC=C(C=C1)[N+]([O-])=O	24.78	0.619	25.18	0.63	26.22	0.655	40.22	1.006	40	22	41	23	14	2	0	12	31	18	16	4	2	0	0	0	0	0	0	0	45	40	10	5	0	6	0
1546	C[C@@H]1CCCC(C)(C)C1	10.44	0.387	14.4	0.533	15.84	0.587	25.92	0.96	27	9	27	9	0	0	0	0	9	18	9	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1547	ClC1=CC=C(Cl)S1	12.73	1.414	7.69	0.854	8.89	0.988	9.5	1.056	9	7	9	7	5	0	0	5	9.5	2	4	0	0	0	1	0	2	0	0	0	22.222	44.444	0	0	22.222	3	2
1548	CC(C)(C)C1CCCCC1	11.6	0.387	16	0.533	17.6	0.587	28.8	0.96	30	10	30	10	0	0	0	0	10	20	10	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1549	CCCCC1=CC=CC=C1O	12.45	0.498	14.71	0.588	15.77	0.631	24.49	0.98	25	11	25	11	6	0	0	6	14	14	10	0	1	0	0	0	0	0	0	0	56	40	0	4	0	1	0
1550	CCCCCCC(C)C	10.6	0.366	15	0.517	16.6	0.572	27.8	0.959	29	9	28	8	0	0	0	0	8	20	9	0	0	0	0	0	0	0	0	0	68.966	31.034	0	0	0	0	0
1551	ClC1=C(Cl)C2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl	38.26	1.739	21.02	0.955	22.82	1.037	24.82	1.128	22	22	24	24	12	0	0	12	30	0	12	0	2	0	0	0	8	0	0	0	0	54.545	0	9.091	36.364	10	8
1552	O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=CC=C3C4=CC=CC=C4C(=O)C4=C3C2=C1C=C4	37.36	0.747	37.72	0.754	38.67	0.773	50.25	1.005	50	35	57	42	32	3	0	29	59.5	15	31	1	3	0	0	0	0	0	0	0	30	62	2	6	0	4	0
1553	COC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O	19.79	0.707	19.53	0.698	20.15	0.72	28.39	1.014	28	18	30	20	14	2	0	12	28	10	15	0	3	0	0	0	0	0	0	0	35.714	53.571	0	10.714	0	3	0
1554	O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=CC=CC=C12	24.66	1.027	19.78	0.824	20.96	0.873	24.9	1.038	24	20	26	22	12	4	2	6	33	4	14	2	2	0	2	0	0	0	0	0	16.667	58.333	8.333	8.333	0	6	0
1555	CCCCC(C)Br	13.69	0.685	11.28	0.564	12.67	0.634	19.39	0.97	20	7	19	6	0	0	0	0	6	13	6	0	0	0	0	0	0	1	0	0	65	30	0	0	5	1	1
1556	CCCCCCCCCCCCCCCCCCCl	23.91	0.427	30.1	0.538	33.3	0.595	54.05	0.965	56	19	55	18	0	0	0	0	18	37	18	0	0	0	0	0	1	0	0	0	66.071	32.143	0	0	1.786	1	1
1557	CCC[C@@H](C)C=C	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1558	CC\\C=C(/C)CC	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1559	CC[C@@H](C)C(C)=C	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1560	IC1=CC=CS1	17.48	1.942	7.72	0.858	9.83	1.092	8.91	0.99	9	6	9	6	5	0	0	5	8.5	3	4	0	0	0	1	0	0	0	1	0	33.333	44.444	0	0	11.111	2	1
1561	CCCCCCCCCCCCCCCCCCC=C	23.2	0.387	32	0.533	35.2	0.587	57.6	0.96	60	20	59	19	1	1	0	0	20	40	20	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1562	CCCCCCCC#C	10.28	0.411	13.8	0.552	15.08	0.603	24.04	0.962	25	9	24	8	1	0	1	0	10	16	9	0	0	0	0	0	0	0	0	0	64	36	0	0	0	0	0
1563	CCC1=CC=C(C=C)C=C1	10.96	0.498	13.6	0.618	14.56	0.662	21.28	0.967	22	10	22	10	7	1	0	6	14	12	10	0	0	0	0	0	0	0	0	0	54.545	45.455	0	0	0	0	0
1564	CCCCCCCCCCCCCCCCCBr	26.45	0.499	28.88	0.545	32.03	0.604	51.07	0.964	53	18	52	17	0	0	0	0	17	35	17	0	0	0	0	0	0	1	0	0	66.038	32.075	0	0	1.887	1	1
1565	CC(C)CCC(C)(C)C	10.6	0.366	15	0.517	16.6	0.572	27.8	0.959	29	9	28	8	0	0	0	0	8	20	9	0	0	0	0	0	0	0	0	0	68.966	31.034	0	0	0	0	0
1566	CCCCCCCCSCCO	15.76	0.464	18.2	0.535	20.46	0.602	33.09	0.973	34	12	33	11	0	0	0	0	11	22	10	0	1	0	1	0	0	0	0	0	64.706	29.412	0	2.941	0	2	0
1567	CCC(C)C1=CC(=C(O)C=C1)N(=O)=O	16.2	0.6	16.12	0.597	16.91	0.626	27.37	1.014	27	14	27	14	7	1	0	6	18	13	10	1	3	0	0	0	0	0	0	0	48.148	37.037	3.704	11.111	0	4	0
1568	C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C	31.9	0.56	31.94	0.56	42.78	0.751	55.06	0.966	57	21	56	20	0	0	0	0	20	36	12	0	4	0	0	0	0	0	0	0	63.158	21.053	0	7.018	0	9	0
1569	CCCCC(CC)COP(=O)OCC(CC)CCCC	25.37	0.461	29.21	0.531	32.71	0.595	53.81	0.978	55	20	54	19	1	1	0	0	20	35	16	0	3	1	0	0	0	0	0	0	63.636	29.091	0	5.455	0	4	0
1570	CCN(O)CC	7.38	0.434	8.5	0.5	9.25	0.544	16.83	0.99	17	6	16	5	0	0	0	0	5	11	4	1	1	0	0	0	0	0	0	0	64.706	23.529	5.882	5.882	0	2	0
1571	CC1CCC(C)C(C)C1C	11.6	0.387	16	0.533	17.6	0.587	28.8	0.96	30	10	30	10	0	0	0	0	10	20	10	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1572	CC[C@@H]1CC[C@H](C)C1	9.28	0.387	12.8	0.533	14.08	0.587	23.04	0.96	24	8	24	8	0	0	0	0	8	16	8	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1573	CC(=C)CC(C)=O	8.13	0.478	9.51	0.559	10.25	0.603	16.73	0.984	17	7	16	6	2	2	0	0	8	10	6	0	1	0	0	0	0	0	0	0	58.824	35.294	0	5.882	0	1	0
1574	CC[C@H](C)CC=C	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1575	CC(C)C1CCCC1	9.28	0.387	12.8	0.533	14.08	0.587	23.04	0.96	24	8	24	8	0	0	0	0	8	16	8	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1576	CCCSC	7.47	0.498	8.09	0.539	9.45	0.63	14.48	0.965	15	5	14	4	0	0	0	0	4	10	4	0	0	0	1	0	0	0	0	0	66.667	26.667	0	0	0	1	0
1577	CCOC(=O)C(C)(C)C	10.78	0.469	12.22	0.531	13.22	0.575	22.82	0.992	23	9	22	8	1	1	0	0	9	14	7	0	2	0	0	0	0	0	0	0	60.87	30.435	0	8.696	0	2	0
1578	NCCCCCCO	9.7	0.422	11.7	0.509	12.77	0.555	22.59	0.982	23	8	22	7	0	0	0	0	7	15	6	1	1	0	0	0	0	0	0	0	65.217	26.087	4.348	4.348	0	2	0
1579	CC(C)(C)NCCNC(C)(C)C	14.26	0.396	18.58	0.516	20.36	0.566	34.88	0.969	36	12	35	11	0	0	0	0	11	24	10	2	0	0	0	0	0	0	0	0	66.667	27.778	5.556	0	0	2	0
1580	CC1CC(=O)OC1=O	9.47	0.676	8.33	0.595	8.63	0.616	14.63	1.045	14	8	14	8	2	2	0	0	10	6	5	0	3	0	0	0	0	0	0	0	42.857	35.714	0	21.429	0	3	0
1581	BrCCCCCCCCCCBr	24.9	0.778	18.76	0.586	21.06	0.658	31.14	0.973	32	12	31	11	0	0	0	0	11	20	10	0	0	0	0	0	0	2	0	0	62.5	31.25	0	0	6.25	2	2
1582	CCCSCC	8.63	0.479	9.69	0.538	11.21	0.623	17.36	0.964	18	6	17	5	0	0	0	0	5	12	5	0	0	0	1	0	0	0	0	0	66.667	27.778	0	0	0	1	0
1583	ClC(Cl)(Cl)C(=O)OC(=O)C(Cl)(Cl)Cl	25.69	1.976	11.53	0.887	12.79	0.984	15.61	1.201	13	13	12	12	2	2	0	0	14	0	4	0	3	0	0	0	6	0	0	0	0	30.769	0	23.077	46.154	9	6
1584	CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1	21.2	0.558	21.84	0.575	23.73	0.624	37.62	0.99	38	17	38	17	6	0	0	6	20	21	11	5	0	0	1	0	0	0	0	0	55.263	28.947	13.158	0	0	6	0
1585	COC1=CC=C(\\C=C\\C)C=C1	12.29	0.534	14.11	0.613	15.01	0.653	22.61	0.983	23	11	23	11	7	1	0	6	15	12	10	0	1	0	0	0	0	0	0	0	52.174	43.478	0	4.348	0	1	0
1586	CC1=CC2=C(O1)C=CC=C2	10.97	0.609	11.91	0.662	12.49	0.694	17.85	0.992	18	10	19	11	10	0	0	10	16	8	9	0	1	0	0	0	0	0	0	0	44.444	50	0	5.556	0	1	0
1587	CCCCCCCCCCCCCCCCCCCCBr	29.93	0.483	33.68	0.543	37.31	0.602	59.71	0.963	62	21	61	20	0	0	0	0	20	41	20	0	0	0	0	0	0	1	0	0	66.129	32.258	0	0	1.613	1	1
1588	CCCCCCCI	18.77	0.816	13.23	0.575	15.74	0.684	22.11	0.961	23	8	22	7	0	0	0	0	7	15	7	0	0	0	0	0	0	0	1	0	65.217	30.435	0	0	4.348	1	1
1589	CCCCCCCCCI	21.09	0.727	16.43	0.567	19.26	0.664	27.87	0.961	29	10	28	9	0	0	0	0	9	19	9	0	0	0	0	0	0	0	1	0	65.517	31.034	0	0	3.448	1	1
1590	CCCCCCCCCCCI	23.41	0.669	19.63	0.561	22.78	0.651	33.63	0.961	35	12	34	11	0	0	0	0	11	23	11	0	0	0	0	0	0	0	1	0	65.714	31.429	0	0	2.857	1	1
1591	CCCCCCC1CCCCC1	13.92	0.387	19.2	0.533	21.12	0.587	34.56	0.96	36	12	36	12	0	0	0	0	12	24	12	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1592	CN(C)C1=C(C)C=C(C=C1)\\N=N\\C1=CC=C(C=C1)[N+]([O-])=O	23.62	0.638	23.58	0.637	24.46	0.661	37.34	1.009	37	21	38	22	14	2	0	12	30	16	15	4	2	0	0	0	0	0	0	0	43.243	40.541	10.811	5.405	0	6	0
1593	ClC1=CC=C(C=C1)\\N=N\\C1=CC=CC=C1	18.01	0.75	17.08	0.712	17.9	0.746	24.05	1.002	24	15	25	16	13	1	0	12	23	9	12	2	0	0	0	0	1	0	0	0	37.5	50	8.333	0	4.167	3	1
1594	CCCCCCCCCCCCCCCCCCCBr	28.77	0.488	32.08	0.544	35.55	0.603	56.83	0.963	59	20	58	19	0	0	0	0	19	39	19	0	0	0	0	0	0	1	0	0	66.102	32.203	0	0	1.695	1	1
1595	OCCC1CCCCC1	10.61	0.424	13.31	0.532	14.53	0.581	24.37	0.975	25	9	25	9	0	0	0	0	9	16	8	0	1	0	0	0	0	0	0	0	64	32	0	4	0	1	0
1596	COC1CCC=CO1	9.46	0.526	10.02	0.557	10.7	0.594	18.06	1.003	18	8	18	8	1	1	0	0	9	10	6	0	2	0	0	0	0	0	0	0	55.556	33.333	0	11.111	0	2	0
1597	OCCNC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O	22.2	0.673	22.12	0.67	22.91	0.694	33.37	1.011	33	20	35	22	14	2	0	12	30	13	16	1	3	0	0	0	0	0	0	0	39.394	48.485	3.03	9.091	0	4	0
1598	CC(O)CCC=C(C)C	10.61	0.424	13.31	0.532	14.53	0.581	24.37	0.975	25	9	24	8	1	1	0	0	9	16	8	0	1	0	0	0	0	0	0	0	64	32	0	4	0	1	0
1599	CCOC(=O)C(Cl)=O	11.34	0.872	8.03	0.618	8.49	0.653	13.96	1.074	13	8	12	7	2	2	0	0	9	5	4	0	3	0	0	0	1	0	0	0	38.462	30.769	0	23.077	7.692	4	1
1600	C\\C=C\\CBr	11.21	0.934	7.48	0.623	8.39	0.699	11.75	0.979	12	5	11	4	1	1	0	0	5	7	4	0	0	0	0	0	0	1	0	0	58.333	33.333	0	0	8.333	1	1
1601	Cl[C@H]1C[C@H]2[C@@H]([C@H]1Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl	34.08	1.42	19.8	0.825	22.2	0.925	25.8	1.075	24	18	26	20	1	1	0	0	21	6	10	0	0	0	0	0	8	0	0	0	25	41.667	0	0	33.333	8	8
1602	ClC1C(Cl)[C@H]2[C@@H](C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	36.95	1.54	20.5	0.854	23.06	0.961	26.13	1.089	24	19	26	21	1	1	0	0	22	5	10	0	0	0	0	0	9	0	0	0	20.833	41.667	0	0	37.5	9	9
1603	Cl[C@H]1C[C@@H]2[C@H]([C@@H]1Cl)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	34.08	1.42	19.8	0.825	22.2	0.925	25.8	1.075	24	18	26	20	1	1	0	0	21	6	10	0	0	0	0	0	8	0	0	0	25	41.667	0	0	33.333	8	8
1604	C\\C=C\\C=C\\C	6.8	0.425	9	0.562	9.8	0.613	15.4	0.962	16	6	15	5	2	2	0	0	7	10	6	0	0	0	0	0	0	0	0	0	62.5	37.5	0	0	0	0	0
1605	OC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4	18.13	0.671	19.51	0.723	20.25	0.75	26.73	0.99	27	17	30	20	19	0	0	19	29.5	10	16	0	1	0	0	0	0	0	0	0	37.037	59.259	0	3.704	0	1	0
1606	CCC(=O)C1=CC=C(C)C=C1	12.29	0.534	14.11	0.613	15.01	0.653	22.61	0.983	23	11	23	11	7	1	0	6	15	12	10	0	1	0	0	0	0	0	0	0	52.174	43.478	0	4.348	0	1	0
1607	CC(Br)C(C)Br	17.94	1.281	9.16	0.654	10.5	0.75	13.86	0.99	14	6	13	5	0	0	0	0	5	8	4	0	0	0	0	0	0	2	0	0	57.143	28.571	0	0	14.286	2	2
1608	ClC1=CC=C2OC3=C(C=C(Cl)C=C3)C2=C1	19.71	0.939	16.31	0.777	17.21	0.82	21.51	1.024	21	15	23	17	15	0	0	15	24.5	6	12	0	1	0	0	0	2	0	0	0	28.571	57.143	0	4.762	9.524	3	2
1609	C[C@H](CC=O)CC(C)(C)C	11.77	0.42	14.91	0.532	16.29	0.582	27.25	0.973	28	10	27	9	1	1	0	0	10	18	9	0	1	0	0	0	0	0	0	0	64.286	32.143	0	3.571	0	1	0
1610	BrC1=CC(Br)=C(OC2=CC=C(Br)C=C2Br)C=C1	40.41	1.757	19.83	0.862	21.65	0.941	23.65	1.028	23	17	24	18	12	0	0	12	24	6	12	0	1	0	0	0	0	4	0	0	26.087	52.174	0	4.348	17.391	5	4
1611	C[C@@H]1CCC[C@H](O)C1	9.45	0.43	11.71	0.532	12.77	0.58	21.49	0.977	22	8	22	8	0	0	0	0	8	14	7	0	1	0	0	0	0	0	0	0	63.636	31.818	0	4.545	0	1	0
1612	CCCCCCCC(=O)OC(C)C	15.42	0.441	18.62	0.532	20.26	0.579	34.34	0.981	35	13	34	12	1	1	0	0	13	22	11	0	2	0	0	0	0	0	0	0	62.857	31.429	0	5.714	0	2	0
1613	CC1=CC(Cl)=CC2=C1S\\C(C2=O)=C1/SC2=C(C=C(Cl)C=C2C)C1=O	32.7	0.962	26.2	0.771	28.48	0.838	34.76	1.022	34	24	37	27	15	3	0	12	36	10	18	0	2	0	2	0	2	0	0	0	29.412	52.941	0	5.882	5.882	6	2
1614	COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl	26.82	1.166	16.59	0.721	19.06	0.829	24.54	1.067	23	16	23	16	7	1	0	6	20	7	7	1	3	1	1	0	3	0	0	0	30.435	30.435	4.348	13.043	13.043	9	3
1615	CCCCCCCC1CCCCC1	15.08	0.387	20.8	0.533	22.88	0.587	37.44	0.96	39	13	39	13	0	0	0	0	13	26	13	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1616	CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1	19.08	0.615	18.25	0.589	19.42	0.626	31.11	1.004	31	15	31	15	6	0	0	6	18	16	9	5	0	0	0	0	1	0	0	0	51.613	29.032	16.129	0	3.226	6	1
1617	CC(=C)[C@@H]1CCC(C)=CC1	11.28	0.434	14.8	0.569	16.08	0.618	25.04	0.963	26	10	26	10	2	2	0	0	12	16	10	0	0	0	0	0	0	0	0	0	61.538	38.462	0	0	0	0	0
1618	CC(=C)[C@H]1CCC(C)=CC1	11.28	0.434	14.8	0.569	16.08	0.618	25.04	0.963	26	10	26	10	2	2	0	0	12	16	10	0	0	0	0	0	0	0	0	0	61.538	38.462	0	0	0	0	0
1619	CCCCCCCCCCCCCC1CCCCC1	22.04	0.387	30.4	0.533	33.44	0.587	54.72	0.96	57	19	57	19	0	0	0	0	19	38	19	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1620	CCCCCCCCCCCCCCCC1CCCCC1	24.36	0.387	33.6	0.533	36.96	0.587	60.48	0.96	63	21	63	21	0	0	0	0	21	42	21	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1621	CCC[C@@H](C)O	7.29	0.405	9.11	0.506	10.01	0.556	17.61	0.978	18	6	17	5	0	0	0	0	5	12	5	0	1	0	0	0	0	0	0	0	66.667	27.778	0	5.556	0	1	0
1622	CCCCC(C)=C	8.12	0.387	11.2	0.533	12.32	0.587	20.16	0.96	21	7	20	6	1	1	0	0	7	14	7	0	0	0	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0
1623	OC\\C=C/CO	7.3	0.521	7.42	0.53	7.94	0.567	14.18	1.013	14	6	13	5	1	1	0	0	6	8	4	0	2	0	0	0	0	0	0	0	57.143	28.571	0	14.286	0	2	0
1624	CC(C)(C)OC(C)(C)C	10.77	0.399	13.91	0.515	15.29	0.566	26.25	0.972	27	9	26	8	0	0	0	0	8	18	8	0	1	0	0	0	0	0	0	0	66.667	29.63	0	3.704	0	1	0
1625	CN(C)\\C=N\\C1=CC=C(Cl)C=C1C	16.33	0.628	16.28	0.626	17.42	0.67	25.81	0.993	26	13	26	13	7	1	0	6	17	13	10	2	0	0	0	0	1	0	0	0	50	38.462	7.692	0	3.846	3	1
1626	CCCCCCCCCCC(C)=O	15.25	0.412	19.71	0.533	21.57	0.583	35.89	0.97	37	13	36	12	1	1	0	0	13	24	12	0	1	0	0	0	0	0	0	0	64.865	32.432	0	2.703	0	1	0
1627	NC1=CC=C(NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1	22.8	0.76	19.8	0.66	20.08	0.669	31.36	1.045	30	20	31	21	14	2	0	12	29	10	12	4	4	0	0	0	0	0	0	0	33.333	40	13.333	13.333	0	8	0
1628	OCC1=C(OCC(O)=O)C=CC(Cl)=C1	17.99	0.782	14.74	0.641	15.46	0.672	24.05	1.046	23	14	23	14	7	1	0	6	18	9	9	0	4	0	0	0	1	0	0	0	39.13	39.13	0	17.391	4.348	5	1
1629	CC(CO[N+]([O-])=O)O[N+]([O-])=O	13.8	0.812	9.24	0.544	9.22	0.542	18.94	1.114	17	11	16	10	2	2	0	0	12	6	3	2	6	0	0	0	0	0	0	0	35.294	17.647	11.765	35.294	0	8	0
