No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
2858	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	20.63	0.711	19.09	0.658	20.35	0.702	29.34	1.012	29	17	30	18	14	2	0	12	26	12	12	2	2	0	1	0	0	0	0	0	41.379	41.379	6.897	6.897	0	5	0
2859	O=NN(C)S(=O)(=O)c1ccc(cc1)C	17.8	0.742	15	0.625	16.04	0.668	24.79	1.033	24	14	24	14	9	3	0	6	20	10	8	2	3	0	1	0	0	0	0	0	41.667	33.333	8.333	12.5	0	6	0
2860	O=S(=O)(NN)c1ccccc1	14.31	0.753	11.89	0.626	12.83	0.675	19.58	1.031	19	11	19	11	8	2	0	6	16	8	6	2	2	0	1	0	0	0	0	0	42.105	31.579	10.526	10.526	0	5	0
2861	O=C(OC(C)(C)C1CC=C(C)CC1)C	16.26	0.478	19.02	0.559	20.5	0.603	33.46	0.984	34	14	34	14	2	2	0	0	16	20	12	0	2	0	0	0	0	0	0	0	58.824	35.294	0	5.882	0	2	0
2862	O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2	23.3	0.752	19.98	0.645	21.04	0.679	31.99	1.032	31	19	32	20	14	2	0	12	28	12	11	4	3	0	1	0	0	0	0	0	38.71	35.484	12.903	9.677	0	8	0
2863	O=S(=O)(OCC)c1ccc(cc1)C	16.62	0.665	15.22	0.609	16.56	0.662	25.35	1.014	25	13	25	13	8	2	0	6	18	12	9	0	3	0	1	0	0	0	0	0	48	36	0	12	0	4	0
2864	C1=C(C)C2CC(C1)C2(C)(C)	11.28	0.434	14.8	0.569	16.08	0.618	25.04	0.963	26	10	27	11	1	1	0	0	12	16	10	0	0	0	0	0	0	0	0	0	61.538	38.462	0	0	0	0	0
2865	O=C(O)C(CC)Br	13.87	0.991	8.5	0.607	9.29	0.664	14.41	1.029	14	7	13	6	1	1	0	0	7	7	4	0	2	0	0	0	0	1	0	0	50	28.571	0	14.286	7.143	3	1
2866	O=C(O)C(N)CC	8.55	0.534	8.41	0.526	8.94	0.559	16.28	1.017	16	7	15	6	1	1	0	0	7	9	4	1	2	0	0	0	0	0	0	0	56.25	25	6.25	12.5	0	3	0
2867	O=C(OC)C(=C)C	8.3	0.553	8.42	0.561	8.94	0.596	15.18	1.012	15	7	14	6	2	2	0	0	8	8	5	0	2	0	0	0	0	0	0	0	53.333	33.333	0	13.333	0	2	0
2868	N=C(N(C)C)N(C)C	9.55	0.455	10.97	0.522	11.8	0.562	20.7	0.986	21	8	20	7	1	1	0	0	8	13	5	3	0	0	0	0	0	0	0	0	61.905	23.81	14.286	0	0	3	0
2869	O=S(=O)(O)c2ccc1ccccc1c2(N)	18.55	0.773	16.01	0.667	17.04	0.71	24.69	1.029	24	15	25	16	13	2	0	11	23.5	9	10	1	3	0	1	0	0	0	0	0	37.5	41.667	4.167	12.5	0	5	0
2870	O=C1NS(=O)(=O)c2ccccc12	15.23	0.896	11.81	0.695	12.52	0.736	17.93	1.055	17	12	18	13	9	3	0	6	19	5	7	1	3	0	1	0	0	0	0	0	29.412	41.176	5.882	17.647	0	5	0
2871	O=S(=O)(O)c2c(N)ccc1ccccc12	18.55	0.773	16.01	0.667	17.04	0.71	24.69	1.029	24	15	25	16	13	2	0	11	23.5	9	10	1	3	0	1	0	0	0	0	0	37.5	41.667	4.167	12.5	0	5	0
2872	O=[N+]([O-])c1c(cccc1C)C	12.55	0.628	12.41	0.621	12.94	0.647	20.28	1.014	20	11	20	11	7	1	0	6	15	9	8	1	2	0	0	0	0	0	0	0	45	40	5	10	0	3	0
2873	O=C(O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CC(O)C23(C))	33.85	0.491	38.55	0.559	41.45	0.601	68.25	0.989	69	29	72	32	1	1	0	0	33	40	24	0	5	0	0	0	0	0	0	0	57.971	34.783	0	7.246	0	5	0
2874	Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3CO	25.43	0.62	26.93	0.657	28.19	0.688	40.91	0.998	41	23	43	25	18	0	0	18	34	18	20	0	3	0	0	0	0	0	0	0	43.902	48.78	0	7.317	0	3	0
2875	O=C2c1ccccc1c4cccc3cccc2c34	19.13	0.683	20.51	0.733	21.25	0.759	27.73	0.99	28	18	31	21	18	1	0	17	30.5	10	17	0	1	0	0	0	0	0	0	0	35.714	60.714	0	3.571	0	1	0
2876	O=C(O)C2c3ccccc3(Oc1ccccc12)	18.79	0.696	18.53	0.686	19.15	0.709	27.39	1.014	27	17	29	19	13	1	0	12	26	10	14	0	3	0	0	0	0	0	0	0	37.037	51.852	0	11.111	0	3	0
2877	O=C1c3ccccc3(C(=O)c2c(cccc12)NC)	19.71	0.68	20.01	0.69	20.7	0.714	29.16	1.006	29	18	31	20	14	2	0	12	28	11	15	1	2	0	0	0	0	0	0	0	37.931	51.724	3.448	6.897	0	3	0
2878	O=C1c3ccccc3(C(=O)c2c(N)cccc12)	18.55	0.713	18.41	0.708	18.94	0.728	26.28	1.011	26	17	28	19	14	2	0	12	27	9	14	1	2	0	0	0	0	0	0	0	34.615	53.846	3.846	7.692	0	3	0
2879	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	24.58	1.756	12.71	0.908	13.72	0.98	16.17	1.155	14	14	14	14	7	1	0	6	18	0	6	1	2	0	0	0	5	0	0	0	0	42.857	7.143	14.286	35.714	8	5
2880	O=C1C(=O)c3cccc2cccc1c23	15.14	0.757	14.82	0.741	15.18	0.759	20.3	1.015	20	14	22	16	13	2	0	11	23.5	6	12	0	2	0	0	0	0	0	0	0	30	60	0	10	0	2	0
2881	O=C2c3ccccc3(C(=O)C2(c1ccccc1))	18.46	0.684	19.02	0.704	19.7	0.73	27.06	1.002	27	17	29	19	14	2	0	12	27	10	15	0	2	0	0	0	0	0	0	0	37.037	55.556	0	7.407	0	2	0
2882	O=C2N(c1ccccc1)C(=O)CC2	14.55	0.661	14.41	0.655	14.94	0.679	22.28	1.013	22	13	23	14	8	2	0	6	19	9	10	1	2	0	0	0	0	0	0	0	40.909	45.455	4.545	9.091	0	3	0
2883	c2cc1cccc3c1c(c2)CC3	12.8	0.582	15	0.682	15.8	0.718	21.4	0.973	22	12	24	14	11	0	0	11	19.5	10	12	0	0	0	0	0	0	0	0	0	45.455	54.545	0	0	0	0	0
2884	c1ccc2c(c1)[nH]cc2C	10.89	0.573	12.39	0.652	13.04	0.686	18.62	0.98	19	10	20	11	10	0	0	10	16	9	9	1	0	0	0	0	0	0	0	0	47.368	47.368	5.263	0	0	1	0
2885	O=C(O)c1cccc(c1(O))C	12.63	0.665	11.93	0.628	12.39	0.652	19.51	1.027	19	11	19	11	7	1	0	6	15	8	8	0	3	0	0	0	0	0	0	0	42.105	42.105	0	15.789	0	3	0
2886	O=[N+]([O-])c1cccc(c1C)C	12.55	0.628	12.41	0.621	12.94	0.647	20.28	1.014	20	11	20	11	7	1	0	6	15	9	8	1	2	0	0	0	0	0	0	0	45	40	5	10	0	3	0
2887	O=[N+]([O-])c1cccc(c1C)Cl	14.26	0.839	11.51	0.677	12.04	0.708	17.73	1.043	17	11	17	11	7	1	0	6	15	6	7	1	2	0	0	0	1	0	0	0	35.294	41.176	5.882	11.765	5.882	4	1
2888	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CC(O)C23(C))	32.52	0.478	38.04	0.559	41	0.603	66.92	0.984	68	28	71	31	1	1	0	0	32	40	24	0	4	0	0	0	0	0	0	0	58.824	35.294	0	5.882	0	4	0
2889	O=C1C=CN(c2ccccc12)C	13.22	0.63	13.9	0.662	14.49	0.69	20.95	0.998	21	12	22	13	8	2	0	6	18	9	10	1	1	0	0	0	0	0	0	0	42.857	47.619	4.762	4.762	0	2	0
2890	Oc1cccc2c(O)cccc12	13.3	0.665	13.42	0.671	13.94	0.697	20.18	1.009	20	12	21	13	11	0	0	11	18.5	8	10	0	2	0	0	0	0	0	0	0	40	50	0	10	0	2	0
2891	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	32.74	0.642	32.66	0.64	34.06	0.668	51.66	1.013	51	29	55	33	14	2	0	12	41	22	23	0	6	0	0	0	0	0	0	0	43.137	45.098	0	11.765	0	6	0
2892	O=C3N=C2C(=Nc1cc(c(cc1N2CC(O)C(O)C(O)CO)C)C)C(=O)N3	31.26	0.665	28.82	0.613	29.78	0.634	48.42	1.03	47	27	49	29	10	4	0	6	36	20	17	4	6	0	0	0	0	0	0	0	42.553	36.17	8.511	12.766	0	10	0
2893	O(CCN(C)C)C(c1ccccc1)c2ccccc2C	22.34	0.52	26.1	0.607	27.81	0.647	42.11	0.979	43	20	44	21	12	0	0	12	27	23	18	1	1	0	0	0	0	0	0	0	53.488	41.86	2.326	2.326	0	2	0
2894	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(CC)CC	28.8	0.626	29.37	0.638	31.87	0.693	45.29	0.985	46	23	48	25	12	0	0	12	31	23	19	2	0	0	1	0	1	0	0	0	50	41.304	4.348	0	2.174	4	1
2895	O=C(N)C4CCN(CCCN3c1ccccc1Sc2ccc(cc23)Cl)CC4	33.38	0.655	32.87	0.645	35.32	0.693	50.72	0.995	51	27	54	30	13	1	0	12	37	24	21	3	1	0	1	0	1	0	0	0	47.059	41.176	5.882	1.961	1.961	6	1
2896	O=C2C(=O)c1ccccc1c3ccccc23	17.3	0.721	17.42	0.726	17.94	0.748	24.18	1.008	24	16	26	18	14	2	0	12	26	8	14	0	2	0	0	0	0	0	0	0	33.333	58.333	0	8.333	0	2	0
2897	O=C1c3ccccc3(C(=O)c2cc(ccc12)CC)	19.62	0.654	20.62	0.687	21.46	0.715	29.94	0.998	30	18	32	20	14	2	0	12	28	12	16	0	2	0	0	0	0	0	0	0	40	53.333	0	6.667	0	2	0
2898	O=C1c3ccccc3(C(=O)c2ccccc12)	17.3	0.721	17.42	0.726	17.94	0.748	24.18	1.008	24	16	26	18	14	2	0	12	26	8	14	0	2	0	0	0	0	0	0	0	33.333	58.333	0	8.333	0	2	0
2899	O=C(OCC(C)C)c1ccccc1(C(=O)OCC(C)C)	23.08	0.55	24.64	0.587	26.16	0.623	42	1	42	20	42	20	8	2	0	6	25	22	16	0	4	0	0	0	0	0	0	0	52.381	38.095	0	9.524	0	4	0
2900	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	23.08	0.55	24.64	0.587	26.16	0.623	42	1	42	20	42	20	8	2	0	6	25	22	16	0	4	0	0	0	0	0	0	0	52.381	38.095	0	9.524	0	4	0
2901	O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC)	27.72	0.513	31.04	0.575	33.2	0.615	53.52	0.991	54	24	54	24	8	2	0	6	29	30	20	0	4	0	0	0	0	0	0	0	55.556	37.037	0	7.407	0	4	0
2902	O=S(=O)(O)c2ccc(O)c1ccccc12	18.63	0.81	15.53	0.675	16.49	0.717	23.92	1.04	23	15	24	16	13	2	0	11	23.5	8	10	0	4	0	1	0	0	0	0	0	34.783	43.478	0	17.391	0	5	0
2903	c1ccc3c(c1)N(c2ccccc2S3)CC(C)CN(C)C	24.77	0.576	27.07	0.63	29.25	0.68	42.08	0.979	43	21	45	23	12	0	0	12	29	22	18	2	0	0	1	0	0	0	0	0	51.163	41.86	4.651	0	0	3	0
2904	c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(C)CC4	28.18	0.575	30.66	0.626	33.01	0.674	48.06	0.981	49	24	52	27	12	0	0	12	33	25	20	3	0	0	1	0	0	0	0	0	51.02	40.816	6.122	0	0	4	0
2905	c1ccc3c(c1)ccc2ccccc23	14.8	0.617	17	0.708	17.8	0.742	23.4	0.975	24	14	26	16	16	0	0	16	24	10	14	0	0	0	0	0	0	0	0	0	41.667	58.333	0	0	0	0	0
2906	n1cccc3c1ccc2ccccc23	14.89	0.647	16.39	0.713	17.04	0.741	22.62	0.983	23	14	25	16	16	0	0	16	24	9	13	1	0	0	0	0	0	0	0	0	39.13	56.522	4.348	0	0	1	0
2907	O=C(O)Cc1c(ccc(c1Cl)Cl)Cl	19.91	1.106	13.52	0.751	14.52	0.807	19.17	1.065	18	13	18	13	7	1	0	6	17	5	8	0	2	0	0	0	3	0	0	0	27.778	44.444	0	11.111	16.667	5	3
2908	O=C1NC(=O)c2ccccc12	12.23	0.764	11.21	0.701	11.42	0.714	16.52	1.032	16	11	17	12	8	2	0	6	17	5	8	1	2	0	0	0	0	0	0	0	31.25	50	6.25	12.5	0	3	0
2909	O=C1OC(=O)c2ccccc12	12.31	0.821	10.73	0.715	10.87	0.725	15.75	1.05	15	11	16	12	8	2	0	6	17	4	8	0	3	0	0	0	0	0	0	0	26.667	53.333	0	20	0	3	0
2910	O=[N+]([O-])c1cccc(N)c1(OC)	13.97	0.699	12.31	0.615	12.63	0.631	20.83	1.041	20	12	20	12	7	1	0	6	16	8	7	2	3	0	0	0	0	0	0	0	40	35	10	15	0	5	0
2911	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	25.92	0.603	27.04	0.629	28.4	0.66	43.12	1.003	43	23	44	24	14	2	0	12	32	20	19	0	4	0	0	0	0	0	0	0	46.512	44.186	0	9.302	0	4	0
2912	O=C(NCCN(CC)CC)c2cc(nc1ccccc12)OCCCC	28.49	0.528	31.79	0.589	33.78	0.626	53.4	0.989	54	25	55	26	12	1	0	11	32.5	29	20	3	2	0	0	0	0	0	0	0	53.704	37.037	5.556	3.704	0	5	0
2913	O=[N+]([O-])c2cc(OC)cc1cccnc12	16.97	0.738	15.31	0.666	15.63	0.68	23.83	1.036	23	15	24	16	12	1	0	11	22.5	8	10	2	3	0	0	0	0	0	0	0	34.783	43.478	8.696	13.043	0	5	0
2914	c1ccc3c(c1)c2ccccc2n3CC	16.21	0.579	18.59	0.664	19.56	0.699	27.38	0.978	28	15	30	17	15	0	0	15	24.5	13	14	1	0	0	0	0	0	0	0	0	46.429	50	3.571	0	0	1	0
2915	O=NN(c1ccccc1)c2ccccc2	16.47	0.659	16.89	0.676	17.49	0.7	25.05	1.002	25	15	26	16	13	1	0	12	23	10	12	2	1	0	0	0	0	0	0	0	40	48	8	4	0	3	0
2916	O=C2NC(c1ccccc1)C(=O)N2CC	16.96	0.628	17	0.63	17.7	0.656	27.26	1.01	27	15	28	16	8	2	0	6	21	12	11	2	2	0	0	0	0	0	0	0	44.444	40.741	7.407	7.407	0	4	0
2917	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	26.38	0.851	20.56	0.663	23.13	0.746	31.83	1.027	31	19	32	20	9	3	0	6	26	12	10	3	3	1	2	0	0	0	0	0	38.71	32.258	9.677	9.677	0	9	0
2918	n1nc(NN)c2ccccc2(c1)	13.32	0.666	13.16	0.658	13.52	0.676	20.16	1.008	20	12	21	13	11	0	0	11	18.5	8	8	4	0	0	0	0	0	0	0	0	40	40	20	0	0	4	0
2919	O=C(O)c2cccc1ccccc12	14.3	0.681	14.42	0.687	14.94	0.711	21.18	1.009	21	13	22	14	12	1	0	11	20.5	8	11	0	2	0	0	0	0	0	0	0	38.095	52.381	0	9.524	0	2	0
2920	c1ccc2c(c1)cccc2N(C)C	14.21	0.547	16.59	0.638	17.56	0.675	25.38	0.976	26	13	27	14	11	0	0	11	19.5	13	12	1	0	0	0	0	0	0	0	0	50	46.154	3.846	0	0	1	0
2921	O=[N+]([O-])c2cccc1ccccc12	14.39	0.72	13.81	0.691	14.18	0.709	20.4	1.02	20	13	21	14	12	1	0	11	20.5	7	10	1	2	0	0	0	0	0	0	0	35	50	5	10	0	3	0
2922	c1ccc3c(c1)c2ccccc2C3	13.8	0.6	16	0.696	16.8	0.73	22.4	0.974	23	13	25	15	12	0	0	12	21	10	13	0	0	0	0	0	0	0	0	0	43.478	56.522	0	0	0	0	0
2923	c1ccc3c(c1)[nH]c2ccccc23	13.89	0.631	15.39	0.7	16.04	0.729	21.62	0.983	22	13	24	15	15	0	0	15	22.5	9	12	1	0	0	0	0	0	0	0	0	40.909	54.545	4.545	0	0	1	0
2924	O=Cc1cc(OC)c(OC)c(OC)c1	16.28	0.626	15.64	0.602	16.36	0.629	26.6	1.023	26	14	26	14	7	1	0	6	18	12	10	0	4	0	0	0	0	0	0	0	46.154	38.462	0	15.385	0	4	0
2925	O=C(O)Cc2cccc1ccccc12	15.46	0.644	16.02	0.668	16.7	0.696	24.06	1.003	24	14	25	15	12	1	0	11	21.5	10	12	0	2	0	0	0	0	0	0	0	41.667	50	0	8.333	0	2	0
2926	NC(Nc2cccc1ccccc12)=S	16.81	0.7	16.47	0.686	17.69	0.737	23.8	0.992	24	14	25	15	12	1	0	11	21.5	10	11	2	0	0	1	0	0	0	0	0	41.667	45.833	8.333	0	0	3	0
2927	O=C1NC(=O)c2ccccc2(N1)	13.48	0.749	12.2	0.678	12.42	0.69	18.62	1.034	18	12	19	13	8	2	0	6	18	6	8	2	2	0	0	0	0	0	0	0	33.333	44.444	11.111	11.111	0	4	0
2928	n1ccc(c2ccc(cc12)Cl)Cl	16.47	0.969	13.19	0.776	14	0.824	17.4	1.024	17	12	18	13	11	0	0	11	18.5	5	9	1	0	0	0	0	2	0	0	0	29.412	52.941	5.882	0	11.765	3	2
2929	O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	29.1	0.693	26.42	0.629	27.98	0.666	42.97	1.023	42	24	44	26	9	3	0	6	32	18	16	2	5	0	1	0	0	0	0	0	42.857	38.095	4.762	11.905	0	8	0
2930	O=C(Nc1ccccc1)c2ccccc2(O)	17.71	0.656	18.01	0.667	18.7	0.693	27.16	1.006	27	16	28	17	13	1	0	12	24	11	13	1	2	0	0	0	0	0	0	0	40.741	48.148	3.704	7.407	0	3	0
2931	O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12	19.62	0.817	13.86	0.577	13.88	0.578	26.48	1.103	24	16	25	17	2	2	0	0	19	8	6	2	8	0	0	0	0	0	0	0	33.333	25	8.333	33.333	0	10	0
2932	O(c1c(cc(cc1Cl)Cl)Cl)C	17.58	1.099	12.01	0.751	13.07	0.817	16.84	1.052	16	11	16	11	6	0	0	6	14	5	7	0	1	0	0	0	3	0	0	0	31.25	43.75	0	6.25	18.75	4	3
2933	O=C1OCc2ccccc12	11.14	0.696	10.82	0.676	11.18	0.699	16.3	1.019	16	10	17	11	7	1	0	6	15	6	8	0	2	0	0	0	0	0	0	0	37.5	50	0	12.5	0	2	0
2934	O=C(O)Cc2c[nH]c1ccccc12	14.55	0.661	14.41	0.655	14.94	0.679	22.28	1.013	22	13	23	14	11	1	0	10	20	9	10	1	2	0	0	0	0	0	0	0	40.909	45.455	4.545	9.091	0	3	0
2935	Nc1c(cccc1C)C	10.05	0.503	11.99	0.6	12.8	0.64	19.5	0.975	20	9	20	9	6	0	0	6	12	11	8	1	0	0	0	0	0	0	0	0	55	40	5	0	0	1	0
2936	Oc1c(cccc1Cl)C	11.84	0.74	10.61	0.663	11.35	0.709	16.18	1.011	16	9	16	9	6	0	0	6	12	7	7	0	1	0	0	0	1	0	0	0	43.75	43.75	0	6.25	6.25	2	1
2937	Oc1c(cccc1Cl)Cl	13.55	1.042	9.71	0.747	10.45	0.804	13.63	1.048	13	9	13	9	6	0	0	6	12	4	6	0	1	0	0	0	2	0	0	0	30.769	46.154	0	7.692	15.385	3	2
2938	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	21.7	2.17	10	1	11.44	1.144	11.62	1.162	10	10	9	9	2	2	0	0	11	0	4	0	0	0	0	0	6	0	0	0	0	40	0	0	60	6	6
2939	c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br	45.9	3.825	14.28	1.19	16.38	1.365	13.02	1.085	12	12	12	12	6	0	0	6	15	0	6	0	0	0	0	0	0	6	0	0	0	50	0	0	50	6	6
2940	C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl	42.68	2.371	15.7	0.872	18.17	1.009	18.76	1.042	18	12	18	12	0	0	0	0	12	6	6	0	0	0	0	0	1	5	0	0	33.333	33.333	0	0	33.333	6	6
2941	c1(c(c(c(c(c1C)C)C)C)C)C	13.44	0.448	17.4	0.58	18.84	0.628	28.92	0.964	30	12	30	12	6	0	0	6	15	18	12	0	0	0	0	0	0	0	0	0	60	40	0	0	0	0	0
2942	Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	22.16	1.705	11.81	0.908	13.03	1.002	14.62	1.125	13	12	13	12	6	0	0	6	15	1	6	0	1	0	0	0	5	0	0	0	7.692	46.154	0	7.692	38.462	6	5
2943	O=C(OCC)C(O)C(O)C(=O)OCC	17.1	0.611	15.26	0.545	16.02	0.572	29.14	1.041	28	14	27	13	2	2	0	0	15	14	8	0	6	0	0	0	0	0	0	0	50	28.571	0	21.429	0	6	0
2944	Oc1cc(c(c(c1)C)Cl)C	13	0.684	12.21	0.643	13.11	0.69	19.06	1.003	19	10	19	10	6	0	0	6	13	9	8	0	1	0	0	0	1	0	0	0	47.368	42.105	0	5.263	5.263	2	1
2945	Oc1c(cc(cc1Cl)Cl)Cl	16.42	1.263	10.41	0.801	11.31	0.87	13.96	1.074	13	10	13	10	6	0	0	6	13	3	6	0	1	0	0	0	3	0	0	0	23.077	46.154	0	7.692	23.077	4	3
2946	O=C(O)C(CC)CC	9.62	0.481	10.62	0.531	11.46	0.573	19.94	0.997	20	8	19	7	1	1	0	0	8	12	6	0	2	0	0	0	0	0	0	0	60	30	0	10	0	2	0
2947	O=C1N(C=C)CCC1	9.22	0.542	9.9	0.582	10.49	0.617	16.95	0.997	17	8	17	8	2	2	0	0	10	9	6	1	1	0	0	0	0	0	0	0	52.941	35.294	5.882	5.882	0	2	0
2948	O=C(O)c1ccsc1	10.65	0.888	8.31	0.693	9.07	0.756	12.5	1.042	12	8	12	8	6	1	0	5	11.5	4	5	0	2	0	1	0	0	0	0	0	33.333	41.667	0	16.667	0	3	0
2949	O=C(O)c1occc1	9.31	0.776	7.73	0.644	7.87	0.656	12.75	1.062	12	8	12	8	6	1	0	5	11.5	4	5	0	3	0	0	0	0	0	0	0	33.333	41.667	0	25	0	3	0
2950	O=C(c1cccs1)C	10.48	0.749	9.4	0.671	10.38	0.741	14.05	1.004	14	8	14	8	6	1	0	5	11.5	6	6	0	1	0	1	0	0	0	0	0	42.857	42.857	0	7.143	0	2	0
2951	FC(F)(F)c1ccccc1Cl	15.01	1.001	10.43	0.695	10.69	0.713	16.383	1.092	15	11	15	11	6	0	0	6	14	4	7	0	0	0	0	3	1	0	0	0	26.667	46.667	0	0	26.667	4	4
2952	FC(F)(F)c1ccccc1(N)	13.39	0.788	10.72	0.631	10.83	0.637	18.153	1.068	17	11	17	11	6	0	0	6	14	6	7	1	0	0	0	3	0	0	0	0	35.294	41.176	5.882	0	17.647	4	3
2953	Oc1ccccc1C(C)(C)C	12.45	0.498	14.71	0.588	15.77	0.631	24.49	0.98	25	11	25	11	6	0	0	6	14	14	10	0	1	0	0	0	0	0	0	0	56	40	0	4	0	1	0
2954	O=S(=O)(N)c1ccccc1C	14.22	0.711	12.5	0.625	13.59	0.68	20.36	1.018	20	11	20	11	8	2	0	6	16	9	7	1	2	0	1	0	0	0	0	0	45	35	5	10	0	4	0
2955	O=C(O)c1ccccc1Br	16.71	1.114	10.9	0.727	11.53	0.769	15.53	1.035	15	10	15	10	7	1	0	6	14	5	7	0	2	0	0	0	0	1	0	0	33.333	46.667	0	13.333	6.667	3	1
2956	O=C(O)c1ccccc1I	20.63	1.375	11.25	0.75	12.84	0.856	15.37	1.025	15	10	15	10	7	1	0	6	14	5	7	0	2	0	0	0	0	0	1	0	33.333	46.667	0	13.333	6.667	3	1
2957	O=C(N)c1ccccc1(N)	11.31	0.628	11.29	0.627	11.73	0.652	18.17	1.009	18	10	18	10	7	1	0	6	14	8	7	2	1	0	0	0	0	0	0	0	44.444	38.889	11.111	5.556	0	3	0
2958	Oc1ccccc1C(C)C	11.29	0.513	13.11	0.596	14.01	0.637	21.61	0.982	22	10	22	10	6	0	0	6	13	12	9	0	1	0	0	0	0	0	0	0	54.545	40.909	0	4.545	0	1	0
2959	O=[N+]([O-])c1ccccc1(O)	11.56	0.771	9.72	0.648	9.87	0.658	15.85	1.057	15	10	15	10	7	1	0	6	14	5	6	1	3	0	0	0	0	0	0	0	33.333	40	6.667	20	0	4	0
2960	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	19.95	0.688	17.53	0.604	18.05	0.622	30.25	1.043	29	17	29	17	8	2	0	6	22	12	10	2	5	0	0	0	0	0	0	0	41.379	34.483	6.897	17.241	0	7	0
2961	O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	19.06	1.003	12.54	0.66	12.15	0.639	21.61	1.137	19	16	19	16	9	3	0	6	22	3	6	3	7	0	0	0	0	0	0	0	15.789	31.579	15.789	36.842	0	10	0
2962	O=C(N)c1ccccc1(C(=O)N)	13.64	0.682	12.8	0.64	13.18	0.659	20.5	1.025	20	12	20	12	8	2	0	6	17	8	8	2	2	0	0	0	0	0	0	0	40	40	10	10	0	4	0
2963	O=C(O)c1ccccc1(C(=O)O)	13.8	0.767	11.84	0.658	12.08	0.671	18.96	1.053	18	12	18	12	8	2	0	6	17	6	8	0	4	0	0	0	0	0	0	0	33.333	44.444	0	22.222	0	4	0
2964	O=C1NC(=O)C(N1)c2ccccc2	14.64	0.697	13.8	0.657	14.18	0.675	21.5	1.024	21	13	22	14	8	2	0	6	19	8	9	2	2	0	0	0	0	0	0	0	38.095	42.857	9.524	9.524	0	4	0
2965	O=C(O)c1ccccc1(NC(=O)C)	14.88	0.676	13.92	0.633	14.39	0.654	22.61	1.028	22	13	22	13	8	2	0	6	18	9	9	1	3	0	0	0	0	0	0	0	40.909	40.909	4.545	13.636	0	4	0
2966	O=C(O)c1cc(ccc1(O))Br	18.04	1.127	11.41	0.713	11.98	0.749	16.86	1.054	16	11	16	11	7	1	0	6	15	5	7	0	3	0	0	0	0	1	0	0	31.25	43.75	0	18.75	6.25	4	1
2967	O=C(O)c1cc(ccc1(O))C	12.63	0.665	11.93	0.628	12.39	0.652	19.51	1.027	19	11	19	11	7	1	0	6	15	8	8	0	3	0	0	0	0	0	0	0	42.105	42.105	0	15.789	0	3	0
2968	O=[N+]([O-])c1cc(ccc1C)Cl	14.26	0.839	11.51	0.677	12.04	0.708	17.73	1.043	17	11	17	11	7	1	0	6	15	6	7	1	2	0	0	0	1	0	0	0	35.294	41.176	5.882	11.765	5.882	4	1
2969	O=[N+]([O-])c1cc(ccc1Cl)Cl	15.97	1.141	10.61	0.758	11.14	0.796	15.18	1.084	14	11	14	11	7	1	0	6	15	3	6	1	2	0	0	0	2	0	0	0	21.429	42.857	7.143	14.286	14.286	5	2
2970	O=[N+]([O-])c1cc(ccc1(N))Cl	14.35	0.897	10.9	0.681	11.28	0.705	16.95	1.059	16	11	16	11	7	1	0	6	15	5	6	2	2	0	0	0	1	0	0	0	31.25	37.5	12.5	12.5	6.25	5	1
2971	O=[N+]([O-])c1cc(ccc1(O))Cl	14.43	0.962	10.42	0.695	10.73	0.715	16.18	1.079	15	11	15	11	7	1	0	6	15	4	6	1	3	0	0	0	1	0	0	0	26.667	40	6.667	20	6.667	5	1
2972	Oc1cc(c(cc1C(C)C)Cl)C	15.32	0.613	15.41	0.616	16.63	0.665	24.82	0.993	25	12	25	12	6	0	0	6	15	13	10	0	1	0	0	0	1	0	0	0	52	40	0	4	4	2	1
